snapshot_id,snapshot_ts,store_id,city_id,resource_type,resource_name,active_units,provisioned_units,utilization_pct,monthly_cost_inr,shift_staff_present,shift_staff_planned
767,2026-03-18T07:32:00+05:30,26,5,cold_storage,Pune Baner DS-1 Cold Storage,109,133,81.95,168580,10,13
768,2026-03-18T07:32:00+05:30,26,5,saas_licenses,Pune Baner DS-1 Operations SaaS Seats,16,19,84.21,50890,10,13
769,2026-03-18T07:32:00+05:30,27,5,picker_capacity,Pune Kothrud DS-2 Picker Capacity,8,10,80.0,345000,8,10
770,2026-03-18T07:32:00+05:30,27,5,packer_capacity,Pune Kothrud DS-2 Packer Capacity,9,10,90.0,272000,9,10
771,2026-03-18T07:32:00+05:30,27,5,driver_capacity,Pune Kothrud DS-2 Driver Capacity,24,27,88.89,614000,24,27
772,2026-03-18T07:32:00+05:30,27,5,dispatch_bays,Pune Kothrud DS-2 Dispatch Bays,5,5,100.0,162000,24,27
773,2026-03-18T07:32:00+05:30,27,5,cold_storage,Pune Kothrud DS-2 Cold Storage,228,368,61.96,229680,17,20
774,2026-03-18T07:32:00+05:30,27,5,saas_licenses,Pune Kothrud DS-2 Operations SaaS Seats,9,26,34.62,53060,17,20
775,2026-03-18T07:04:00+05:30,28,5,picker_capacity,Pune Wakad DS-3 Picker Capacity,9,10,90.0,345000,9,10
776,2026-03-18T07:04:00+05:30,28,5,packer_capacity,Pune Wakad DS-3 Packer Capacity,7,9,77.78,263000,7,9
777,2026-03-18T07:04:00+05:30,28,5,driver_capacity,Pune Wakad DS-3 Driver Capacity,20,24,83.33,590000,20,24
778,2026-03-18T07:04:00+05:30,28,5,dispatch_bays,Pune Wakad DS-3 Dispatch Bays,5,5,100.0,162000,20,24
779,2026-03-18T07:04:00+05:30,28,5,cold_storage,Pune Wakad DS-3 Cold Storage,242,321,75.39,217460,16,19
780,2026-03-18T07:04:00+05:30,28,5,saas_licenses,Pune Wakad DS-3 Operations SaaS Seats,22,25,88.0,52750,16,19
781,2026-03-18T07:09:00+05:30,29,5,picker_capacity,Pune Viman Nagar DS-4 Picker Capacity,11,13,84.62,381000,11,13
782,2026-03-18T07:09:00+05:30,29,5,packer_capacity,Pune Viman Nagar DS-4 Packer Capacity,9,10,90.0,272000,9,10
783,2026-03-18T07:09:00+05:30,29,5,driver_capacity,Pune Viman Nagar DS-4 Driver Capacity,24,28,85.71,622000,24,28
784,2026-03-18T07:09:00+05:30,29,5,dispatch_bays,Pune Viman Nagar DS-4 Dispatch Bays,5,5,100.0,162000,24,28
785,2026-03-18T07:09:00+05:30,29,5,cold_storage,Pune Viman Nagar DS-4 Cold Storage,153,263,58.17,202380,20,23
786,2026-03-18T07:09:00+05:30,29,5,saas_licenses,Pune Viman Nagar DS-4 Operations SaaS Seats,21,29,72.41,53990,20,23
787,2026-03-18T07:03:00+05:30,30,5,picker_capacity,Pune Hadapsar DS-5 Picker Capacity,7,9,77.78,333000,7,9
788,2026-03-18T07:03:00+05:30,30,5,packer_capacity,Pune Hadapsar DS-5 Packer Capacity,6,7,85.71,245000,6,7
789,2026-03-18T07:03:00+05:30,30,5,driver_capacity,Pune Hadapsar DS-5 Driver Capacity,20,24,83.33,590000,20,24
790,2026-03-18T07:03:00+05:30,30,5,dispatch_bays,Pune Hadapsar DS-5 Dispatch Bays,3,3,100.0,130000,20,24
791,2026-03-18T07:03:00+05:30,30,5,cold_storage,Pune Hadapsar DS-5 Cold Storage,89,153,58.17,173780,13,16
792,2026-03-18T07:03:00+05:30,30,5,saas_licenses,Pune Hadapsar DS-5 Operations SaaS Seats,13,22,59.09,51820,13,16
793,2026-03-18T07:25:00+05:30,31,6,picker_capacity,Chennai OMR DS-1 Picker Capacity,13,15,86.67,405000,13,15
794,2026-03-18T07:25:00+05:30,31,6,packer_capacity,Chennai OMR DS-1 Packer Capacity,9,11,81.82,281000,9,11
795,2026-03-18T07:25:00+05:30,31,6,driver_capacity,Chennai OMR DS-1 Driver Capacity,33,36,91.67,686000,33,36
796,2026-03-18T07:25:00+05:30,31,6,dispatch_bays,Chennai OMR DS-1 Dispatch Bays,7,7,100.0,194000,33,36
797,2026-03-18T07:25:00+05:30,31,6,cold_storage,Chennai OMR DS-1 Cold Storage,298,461,64.64,253860,22,26
798,2026-03-18T07:25:00+05:30,31,6,saas_licenses,Chennai OMR DS-1 Operations SaaS Seats,22,32,68.75,54920,22,26
799,2026-03-18T07:17:00+05:30,32,6,picker_capacity,Chennai Adyar DS-2 Picker Capacity,8,10,80.0,345000,8,10
800,2026-03-18T07:17:00+05:30,32,6,packer_capacity,Chennai Adyar DS-2 Packer Capacity,6,7,85.71,245000,6,7
801,2026-03-18T07:17:00+05:30,32,6,driver_capacity,Chennai Adyar DS-2 Driver Capacity,25,29,86.21,630000,25,29
802,2026-03-18T07:17:00+05:30,32,6,dispatch_bays,Chennai Adyar DS-2 Dispatch Bays,5,5,100.0,162000,25,29
803,2026-03-18T07:17:00+05:30,32,6,cold_storage,Chennai Adyar DS-2 Cold Storage,139,240,57.92,196400,14,17
804,2026-03-18T07:17:00+05:30,32,6,saas_licenses,Chennai Adyar DS-2 Operations SaaS Seats,14,23,60.87,52130,14,17
805,2026-03-18T07:16:00+05:30,33,6,picker_capacity,Chennai Anna Nagar DS-3 Picker Capacity,8,9,88.89,333000,8,9
806,2026-03-18T07:16:00+05:30,33,6,packer_capacity,Chennai Anna Nagar DS-3 Packer Capacity,3,4,75.0,218000,3,4
807,2026-03-18T07:16:00+05:30,33,6,driver_capacity,Chennai Anna Nagar DS-3 Driver Capacity,14,18,77.78,542000,14,18
808,2026-03-18T07:16:00+05:30,33,6,dispatch_bays,Chennai Anna Nagar DS-3 Dispatch Bays,3,3,100.0,130000,14,18
809,2026-03-18T07:16:00+05:30,33,6,cold_storage,Chennai Anna Nagar DS-3 Cold Storage,132,145,91.03,171700,11,13
810,2026-03-18T07:16:00+05:30,33,6,saas_licenses,Chennai Anna Nagar DS-3 Operations SaaS Seats,13,19,68.42,50890,11,13
811,2026-03-18T07:29:00+05:30,34,6,picker_capacity,Chennai Velachery DS-4 Picker Capacity,4,6,66.67,297000,4,6
812,2026-03-18T07:29:00+05:30,34,6,packer_capacity,Chennai Velachery DS-4 Packer Capacity,6,7,85.71,245000,6,7
813,2026-03-18T07:29:00+05:30,34,6,driver_capacity,Chennai Velachery DS-4 Driver Capacity,13,17,76.47,534000,13,17
814,2026-03-18T07:29:00+05:30,34,6,dispatch_bays,Chennai Velachery DS-4 Dispatch Bays,3,3,100.0,130000,13,17
815,2026-03-18T07:29:00+05:30,34,6,cold_storage,Chennai Velachery DS-4 Cold Storage,102,125,81.6,166500,10,13
816,2026-03-18T07:29:00+05:30,34,6,saas_licenses,Chennai Velachery DS-4 Operations SaaS Seats,15,19,78.95,50890,10,13
817,2026-03-19T07:15:00+05:30,1,1,picker_capacity,Bengaluru HSR DS-1 Picker Capacity,10,12,83.33,369000,10,12
818,2026-03-19T07:15:00+05:30,1,1,packer_capacity,Bengaluru HSR DS-1 Packer Capacity,9,10,90.0,272000,9,10
819,2026-03-19T07:15:00+05:30,1,1,driver_capacity,Bengaluru HSR DS-1 Driver Capacity,23,26,88.46,606000,23,26
820,2026-03-19T07:15:00+05:30,1,1,dispatch_bays,Bengaluru HSR DS-1 Dispatch Bays,5,5,100.0,162000,23,26
821,2026-03-19T07:15:00+05:30,1,1,cold_storage,Bengaluru HSR DS-1 Cold Storage,194,290,66.9,209400,19,22
822,2026-03-19T07:15:00+05:30,1,1,saas_licenses,Bengaluru HSR DS-1 Operations SaaS Seats,23,28,82.14,53680,19,22
823,2026-03-19T07:09:00+05:30,2,1,picker_capacity,Bengaluru Indiranagar DS-2 Picker Capacity,9,11,81.82,357000,9,11
824,2026-03-19T07:09:00+05:30,2,1,packer_capacity,Bengaluru Indiranagar DS-2 Packer Capacity,9,10,90.0,272000,9,10
825,2026-03-19T07:09:00+05:30,2,1,driver_capacity,Bengaluru Indiranagar DS-2 Driver Capacity,28,31,90.32,646000,28,31
826,2026-03-19T07:09:00+05:30,2,1,dispatch_bays,Bengaluru Indiranagar DS-2 Dispatch Bays,5,5,100.0,162000,28,31
827,2026-03-19T07:09:00+05:30,2,1,cold_storage,Bengaluru Indiranagar DS-2 Cold Storage,279,375,74.4,231500,18,21
828,2026-03-19T07:09:00+05:30,2,1,saas_licenses,Bengaluru Indiranagar DS-2 Operations SaaS Seats,19,27,70.37,53370,18,21
829,2026-03-19T07:26:00+05:30,3,1,picker_capacity,Bengaluru Whitefield DS-3 Picker Capacity,8,10,80.0,345000,8,10
830,2026-03-19T07:26:00+05:30,3,1,packer_capacity,Bengaluru Whitefield DS-3 Packer Capacity,8,9,88.89,263000,8,9
831,2026-03-19T07:26:00+05:30,3,1,driver_capacity,Bengaluru Whitefield DS-3 Driver Capacity,24,27,88.89,614000,24,27
832,2026-03-19T07:26:00+05:30,3,1,dispatch_bays,Bengaluru Whitefield DS-3 Dispatch Bays,5,5,100.0,162000,24,27
833,2026-03-19T07:26:00+05:30,3,1,cold_storage,Bengaluru Whitefield DS-3 Cold Storage,198,298,66.44,211480,16,19
834,2026-03-19T07:26:00+05:30,3,1,saas_licenses,Bengaluru Whitefield DS-3 Operations SaaS Seats,22,25,88.0,52750,16,19
835,2026-03-19T07:32:00+05:30,4,1,picker_capacity,Bengaluru Koramangala DS-4 Picker Capacity,10,12,83.33,369000,10,12
836,2026-03-19T07:32:00+05:30,4,1,packer_capacity,Bengaluru Koramangala DS-4 Packer Capacity,7,8,87.5,254000,7,8
837,2026-03-19T07:32:00+05:30,4,1,driver_capacity,Bengaluru Koramangala DS-4 Driver Capacity,22,25,88.0,598000,22,25
838,2026-03-19T07:32:00+05:30,4,1,dispatch_bays,Bengaluru Koramangala DS-4 Dispatch Bays,5,5,100.0,162000,22,25
839,2026-03-19T07:32:00+05:30,4,1,cold_storage,Bengaluru Koramangala DS-4 Cold Storage,134,226,59.29,192760,17,20
840,2026-03-19T07:32:00+05:30,4,1,saas_licenses,Bengaluru Koramangala DS-4 Operations SaaS Seats,17,26,65.38,53060,17,20
841,2026-03-19T07:02:00+05:30,5,1,picker_capacity,Bengaluru Hebbal DS-5 Picker Capacity,7,9,77.78,333000,7,9
842,2026-03-19T07:02:00+05:30,5,1,packer_capacity,Bengaluru Hebbal DS-5 Packer Capacity,3,5,60.0,227000,3,5
843,2026-03-19T07:02:00+05:30,5,1,driver_capacity,Bengaluru Hebbal DS-5 Driver Capacity,13,16,81.25,526000,13,16
844,2026-03-19T07:02:00+05:30,5,1,dispatch_bays,Bengaluru Hebbal DS-5 Dispatch Bays,3,3,100.0,130000,13,16
845,2026-03-19T07:02:00+05:30,5,1,cold_storage,Bengaluru Hebbal DS-5 Cold Storage,154,204,75.49,187040,10,14
846,2026-03-19T07:02:00+05:30,5,1,saas_licenses,Bengaluru Hebbal DS-5 Operations SaaS Seats,17,20,85.0,51200,10,14
847,2026-03-19T07:31:00+05:30,6,1,picker_capacity,Bengaluru Jayanagar DS-6 Picker Capacity,4,6,66.67,297000,4,6
848,2026-03-19T07:31:00+05:30,6,1,packer_capacity,Bengaluru Jayanagar DS-6 Packer Capacity,3,4,75.0,218000,3,4
849,2026-03-19T07:31:00+05:30,6,1,driver_capacity,Bengaluru Jayanagar DS-6 Driver Capacity,21,24,87.5,590000,21,24
850,2026-03-19T07:31:00+05:30,6,1,dispatch_bays,Bengaluru Jayanagar DS-6 Dispatch Bays,3,3,100.0,130000,21,24
851,2026-03-19T07:31:00+05:30,6,1,cold_storage,Bengaluru Jayanagar DS-6 Cold Storage,90,123,73.17,165980,7,10
852,2026-03-19T07:31:00+05:30,6,1,saas_licenses,Bengaluru Jayanagar DS-6 Operations SaaS Seats,12,16,75.0,49960,7,10
853,2026-03-19T07:04:00+05:30,7,1,picker_capacity,Bengaluru HSR DS-7 Picker Capacity,8,10,80.0,345000,8,10
854,2026-03-19T07:04:00+05:30,7,1,packer_capacity,Bengaluru HSR DS-7 Packer Capacity,5,7,71.43,245000,5,7
855,2026-03-19T07:04:00+05:30,7,1,driver_capacity,Bengaluru HSR DS-7 Driver Capacity,29,32,90.62,654000,29,32
856,2026-03-19T07:04:00+05:30,7,1,dispatch_bays,Bengaluru HSR DS-7 Dispatch Bays,5,5,100.0,162000,29,32
857,2026-03-19T07:04:00+05:30,7,1,cold_storage,Bengaluru HSR DS-7 Cold Storage,226,353,64.02,225780,13,17
858,2026-03-19T07:04:00+05:30,7,1,saas_licenses,Bengaluru HSR DS-7 Operations SaaS Seats,16,23,69.57,52130,13,17
859,2026-03-19T07:06:00+05:30,8,2,picker_capacity,Mumbai Powai DS-1 Picker Capacity,6,8,75.0,321000,6,8
860,2026-03-19T07:06:00+05:30,8,2,packer_capacity,Mumbai Powai DS-1 Packer Capacity,5,6,83.33,236000,5,6
861,2026-03-19T07:06:00+05:30,8,2,driver_capacity,Mumbai Powai DS-1 Driver Capacity,14,17,82.35,534000,14,17
862,2026-03-19T07:06:00+05:30,8,2,dispatch_bays,Mumbai Powai DS-1 Dispatch Bays,3,3,100.0,130000,14,17
863,2026-03-19T07:06:00+05:30,8,2,cold_storage,Mumbai Powai DS-1 Cold Storage,121,140,86.43,170400,11,14
864,2026-03-19T07:06:00+05:30,8,2,saas_licenses,Mumbai Powai DS-1 Operations SaaS Seats,13,20,65.0,51200,11,14
865,2026-03-19T07:11:00+05:30,9,2,picker_capacity,Mumbai Andheri DS-2 Picker Capacity,9,11,81.82,357000,9,11
866,2026-03-19T07:11:00+05:30,9,2,packer_capacity,Mumbai Andheri DS-2 Packer Capacity,8,9,88.89,263000,8,9
867,2026-03-19T07:11:00+05:30,9,2,driver_capacity,Mumbai Andheri DS-2 Driver Capacity,26,30,86.67,638000,26,30
868,2026-03-19T07:11:00+05:30,9,2,dispatch_bays,Mumbai Andheri DS-2 Dispatch Bays,5,5,100.0,162000,26,30
869,2026-03-19T07:11:00+05:30,9,2,cold_storage,Mumbai Andheri DS-2 Cold Storage,214,292,73.29,209920,17,20
870,2026-03-19T07:11:00+05:30,9,2,saas_licenses,Mumbai Andheri DS-2 Operations SaaS Seats,21,26,80.77,53060,17,20
871,2026-03-19T07:07:00+05:30,10,2,picker_capacity,Mumbai Bandra DS-3 Picker Capacity,16,18,88.89,441000,16,18
872,2026-03-19T07:07:00+05:30,10,2,packer_capacity,Mumbai Bandra DS-3 Packer Capacity,12,13,92.31,299000,12,13
873,2026-03-19T07:07:00+05:30,10,2,driver_capacity,Mumbai Bandra DS-3 Driver Capacity,38,42,90.48,734000,38,42
874,2026-03-19T07:07:00+05:30,10,2,dispatch_bays,Mumbai Bandra DS-3 Dispatch Bays,7,7,100.0,194000,38,42
875,2026-03-19T07:07:00+05:30,10,2,cold_storage,Mumbai Bandra DS-3 Cold Storage,308,417,73.86,242420,28,31
876,2026-03-19T07:07:00+05:30,10,2,saas_licenses,Mumbai Bandra DS-3 Operations SaaS Seats,26,37,70.27,56470,28,31
877,2026-03-19T07:35:00+05:30,11,2,picker_capacity,Mumbai Thane DS-4 Picker Capacity,3,6,50.0,297000,3,6
878,2026-03-19T07:35:00+05:30,11,2,packer_capacity,Mumbai Thane DS-4 Packer Capacity,3,4,75.0,218000,3,4
879,2026-03-19T07:35:00+05:30,11,2,driver_capacity,Mumbai Thane DS-4 Driver Capacity,17,20,85.0,558000,17,20
880,2026-03-19T07:35:00+05:30,11,2,dispatch_bays,Mumbai Thane DS-4 Dispatch Bays,2,3,66.67,130000,17,20
881,2026-03-19T07:35:00+05:30,11,2,cold_storage,Mumbai Thane DS-4 Cold Storage,103,124,83.06,166240,6,10
882,2026-03-19T07:35:00+05:30,11,2,saas_licenses,Mumbai Thane DS-4 Operations SaaS Seats,13,16,81.25,49960,6,10
883,2026-03-19T07:22:00+05:30,12,2,picker_capacity,Mumbai Ghatkopar DS-5 Picker Capacity,9,11,81.82,357000,9,11
884,2026-03-19T07:22:00+05:30,12,2,packer_capacity,Mumbai Ghatkopar DS-5 Packer Capacity,9,10,90.0,272000,9,10
885,2026-03-19T07:22:00+05:30,12,2,driver_capacity,Mumbai Ghatkopar DS-5 Driver Capacity,28,32,87.5,654000,28,32
886,2026-03-19T07:22:00+05:30,12,2,dispatch_bays,Mumbai Ghatkopar DS-5 Dispatch Bays,5,5,100.0,162000,28,32
887,2026-03-19T07:22:00+05:30,12,2,cold_storage,Mumbai Ghatkopar DS-5 Cold Storage,215,262,82.06,202120,18,21
888,2026-03-19T07:22:00+05:30,12,2,saas_licenses,Mumbai Ghatkopar DS-5 Operations SaaS Seats,21,27,77.78,53370,18,21
889,2026-03-19T07:12:00+05:30,13,2,picker_capacity,Mumbai Navi Mumbai DS-6 Picker Capacity,9,10,90.0,345000,9,10
890,2026-03-19T07:12:00+05:30,13,2,packer_capacity,Mumbai Navi Mumbai DS-6 Packer Capacity,7,9,77.78,263000,7,9
891,2026-03-19T07:12:00+05:30,13,2,driver_capacity,Mumbai Navi Mumbai DS-6 Driver Capacity,21,24,87.5,590000,21,24
892,2026-03-19T07:12:00+05:30,13,2,dispatch_bays,Mumbai Navi Mumbai DS-6 Dispatch Bays,5,5,100.0,162000,21,24
893,2026-03-19T07:12:00+05:30,13,2,cold_storage,Mumbai Navi Mumbai DS-6 Cold Storage,164,275,59.64,205500,16,19
894,2026-03-19T07:12:00+05:30,13,2,saas_licenses,Mumbai Navi Mumbai DS-6 Operations SaaS Seats,15,25,60.0,52750,16,19
895,2026-03-19T07:19:00+05:30,14,2,picker_capacity,Mumbai Powai DS-7 Picker Capacity,11,12,91.67,369000,11,12
896,2026-03-19T07:19:00+05:30,14,2,packer_capacity,Mumbai Powai DS-7 Packer Capacity,9,10,90.0,272000,9,10
897,2026-03-19T07:19:00+05:30,14,2,driver_capacity,Mumbai Powai DS-7 Driver Capacity,24,28,85.71,622000,24,28
898,2026-03-19T07:19:00+05:30,14,2,dispatch_bays,Mumbai Powai DS-7 Dispatch Bays,5,5,100.0,162000,24,28
899,2026-03-19T07:19:00+05:30,14,2,cold_storage,Mumbai Powai DS-7 Cold Storage,231,283,81.63,207580,20,22
900,2026-03-19T07:19:00+05:30,14,2,saas_licenses,Mumbai Powai DS-7 Operations SaaS Seats,18,28,64.29,53680,20,22
901,2026-03-19T07:09:00+05:30,15,3,picker_capacity,Delhi NCR Gurugram DS-1 Picker Capacity,12,13,92.31,381000,12,13
902,2026-03-19T07:09:00+05:30,15,3,packer_capacity,Delhi NCR Gurugram DS-1 Packer Capacity,9,10,90.0,272000,9,10
903,2026-03-19T07:09:00+05:30,15,3,driver_capacity,Delhi NCR Gurugram DS-1 Driver Capacity,21,24,87.5,590000,21,24
904,2026-03-19T07:09:00+05:30,15,3,dispatch_bays,Delhi NCR Gurugram DS-1 Dispatch Bays,5,5,100.0,162000,21,24
905,2026-03-19T07:09:00+05:30,15,3,cold_storage,Delhi NCR Gurugram DS-1 Cold Storage,185,240,77.08,196400,21,23
906,2026-03-19T07:09:00+05:30,15,3,saas_licenses,Delhi NCR Gurugram DS-1 Operations SaaS Seats,24,29,82.76,53990,21,23
907,2026-03-19T07:23:00+05:30,16,3,picker_capacity,Delhi NCR Noida DS-2 Picker Capacity,6,8,75.0,321000,6,8
908,2026-03-19T07:23:00+05:30,16,3,packer_capacity,Delhi NCR Noida DS-2 Packer Capacity,4,6,66.67,236000,4,6
909,2026-03-19T07:23:00+05:30,16,3,driver_capacity,Delhi NCR Noida DS-2 Driver Capacity,15,21,71.43,566000,15,21
910,2026-03-19T07:23:00+05:30,16,3,dispatch_bays,Delhi NCR Noida DS-2 Dispatch Bays,2,3,66.67,130000,15,21
911,2026-03-19T07:23:00+05:30,16,3,cold_storage,Delhi NCR Noida DS-2 Cold Storage,130,192,67.71,183920,10,14
912,2026-03-19T07:23:00+05:30,16,3,saas_licenses,Delhi NCR Noida DS-2 Operations SaaS Seats,17,20,85.0,51200,10,14
913,2026-03-19T07:11:00+05:30,17,3,picker_capacity,Delhi NCR Dwarka DS-3 Picker Capacity,8,9,88.89,333000,8,9
914,2026-03-19T07:11:00+05:30,17,3,packer_capacity,Delhi NCR Dwarka DS-3 Packer Capacity,4,5,80.0,227000,4,5
915,2026-03-19T07:11:00+05:30,17,3,driver_capacity,Delhi NCR Dwarka DS-3 Driver Capacity,20,23,86.96,582000,20,23
916,2026-03-19T07:11:00+05:30,17,3,dispatch_bays,Delhi NCR Dwarka DS-3 Dispatch Bays,3,3,100.0,130000,20,23
917,2026-03-19T07:11:00+05:30,17,3,cold_storage,Delhi NCR Dwarka DS-3 Cold Storage,131,197,66.5,185220,12,14
918,2026-03-19T07:11:00+05:30,17,3,saas_licenses,Delhi NCR Dwarka DS-3 Operations SaaS Seats,14,20,70.0,51200,12,14
919,2026-03-19T07:20:00+05:30,18,3,picker_capacity,Delhi NCR Saket DS-4 Picker Capacity,7,9,77.78,333000,7,9
920,2026-03-19T07:20:00+05:30,18,3,packer_capacity,Delhi NCR Saket DS-4 Packer Capacity,5,6,83.33,236000,5,6
921,2026-03-19T07:20:00+05:30,18,3,driver_capacity,Delhi NCR Saket DS-4 Driver Capacity,21,24,87.5,590000,21,24
922,2026-03-19T07:20:00+05:30,18,3,dispatch_bays,Delhi NCR Saket DS-4 Dispatch Bays,3,3,100.0,130000,21,24
923,2026-03-19T07:20:00+05:30,18,3,cold_storage,Delhi NCR Saket DS-4 Cold Storage,75,126,59.52,166760,12,15
924,2026-03-19T07:20:00+05:30,18,3,saas_licenses,Delhi NCR Saket DS-4 Operations SaaS Seats,15,21,71.43,51510,12,15
925,2026-03-19T07:29:00+05:30,19,3,picker_capacity,Delhi NCR Rohini DS-5 Picker Capacity,8,10,80.0,345000,8,10
926,2026-03-19T07:29:00+05:30,19,3,packer_capacity,Delhi NCR Rohini DS-5 Packer Capacity,8,9,88.89,263000,8,9
927,2026-03-19T07:29:00+05:30,19,3,driver_capacity,Delhi NCR Rohini DS-5 Driver Capacity,28,31,90.32,646000,28,31
928,2026-03-19T07:29:00+05:30,19,3,dispatch_bays,Delhi NCR Rohini DS-5 Dispatch Bays,5,5,100.0,162000,28,31
929,2026-03-19T07:29:00+05:30,19,3,cold_storage,Delhi NCR Rohini DS-5 Cold Storage,173,292,59.25,209920,16,19
930,2026-03-19T07:29:00+05:30,19,3,saas_licenses,Delhi NCR Rohini DS-5 Operations SaaS Seats,16,25,64.0,52750,16,19
931,2026-03-19T07:16:00+05:30,20,3,picker_capacity,Delhi NCR Indirapuram DS-6 Picker Capacity,9,10,90.0,345000,9,10
932,2026-03-19T07:16:00+05:30,20,3,packer_capacity,Delhi NCR Indirapuram DS-6 Packer Capacity,4,6,66.67,236000,4,6
933,2026-03-19T07:16:00+05:30,20,3,driver_capacity,Delhi NCR Indirapuram DS-6 Driver Capacity,11,17,64.71,534000,11,17
934,2026-03-19T07:16:00+05:30,20,3,dispatch_bays,Delhi NCR Indirapuram DS-6 Dispatch Bays,3,3,100.0,130000,11,17
935,2026-03-19T07:16:00+05:30,20,3,cold_storage,Delhi NCR Indirapuram DS-6 Cold Storage,117,161,72.67,175860,13,16
936,2026-03-19T07:16:00+05:30,20,3,saas_licenses,Delhi NCR Indirapuram DS-6 Operations SaaS Seats,19,22,86.36,51820,13,16
937,2026-03-19T07:05:00+05:30,21,4,picker_capacity,Hyderabad Madhapur DS-1 Picker Capacity,13,14,92.86,393000,13,14
938,2026-03-19T07:05:00+05:30,21,4,packer_capacity,Hyderabad Madhapur DS-1 Packer Capacity,5,7,71.43,245000,5,7
939,2026-03-19T07:05:00+05:30,21,4,driver_capacity,Hyderabad Madhapur DS-1 Driver Capacity,28,32,87.5,654000,28,32
940,2026-03-19T07:05:00+05:30,21,4,dispatch_bays,Hyderabad Madhapur DS-1 Dispatch Bays,5,5,100.0,162000,28,32
941,2026-03-19T07:05:00+05:30,21,4,cold_storage,Hyderabad Madhapur DS-1 Cold Storage,250,367,68.12,229420,18,21
942,2026-03-19T07:05:00+05:30,21,4,saas_licenses,Hyderabad Madhapur DS-1 Operations SaaS Seats,22,27,81.48,53370,18,21
943,2026-03-19T07:41:00+05:30,22,4,picker_capacity,Hyderabad Gachibowli DS-2 Picker Capacity,10,12,83.33,369000,10,12
944,2026-03-19T07:41:00+05:30,22,4,packer_capacity,Hyderabad Gachibowli DS-2 Packer Capacity,8,10,80.0,272000,8,10
945,2026-03-19T07:41:00+05:30,22,4,driver_capacity,Hyderabad Gachibowli DS-2 Driver Capacity,26,30,86.67,638000,26,30
946,2026-03-19T07:41:00+05:30,22,4,dispatch_bays,Hyderabad Gachibowli DS-2 Dispatch Bays,5,5,100.0,162000,26,30
947,2026-03-19T07:41:00+05:30,22,4,cold_storage,Hyderabad Gachibowli DS-2 Cold Storage,190,295,64.41,210700,18,22
948,2026-03-19T07:41:00+05:30,22,4,saas_licenses,Hyderabad Gachibowli DS-2 Operations SaaS Seats,17,28,60.71,53680,18,22
949,2026-03-19T07:16:00+05:30,23,4,picker_capacity,Hyderabad Kondapur DS-3 Picker Capacity,8,10,80.0,345000,8,10
950,2026-03-19T07:16:00+05:30,23,4,packer_capacity,Hyderabad Kondapur DS-3 Packer Capacity,8,9,88.89,263000,8,9
951,2026-03-19T07:16:00+05:30,23,4,driver_capacity,Hyderabad Kondapur DS-3 Driver Capacity,23,27,85.19,614000,23,27
952,2026-03-19T07:16:00+05:30,23,4,dispatch_bays,Hyderabad Kondapur DS-3 Dispatch Bays,5,5,100.0,162000,23,27
953,2026-03-19T07:16:00+05:30,23,4,cold_storage,Hyderabad Kondapur DS-3 Cold Storage,233,321,72.59,217460,16,19
954,2026-03-19T07:16:00+05:30,23,4,saas_licenses,Hyderabad Kondapur DS-3 Operations SaaS Seats,22,25,88.0,52750,16,19
955,2026-03-19T07:08:00+05:30,24,4,picker_capacity,Hyderabad Banjara Hills DS-4 Picker Capacity,8,10,80.0,345000,8,10
956,2026-03-19T07:08:00+05:30,24,4,packer_capacity,Hyderabad Banjara Hills DS-4 Packer Capacity,8,10,80.0,272000,8,10
957,2026-03-19T07:08:00+05:30,24,4,driver_capacity,Hyderabad Banjara Hills DS-4 Driver Capacity,29,32,90.62,654000,29,32
958,2026-03-19T07:08:00+05:30,24,4,dispatch_bays,Hyderabad Banjara Hills DS-4 Dispatch Bays,5,5,100.0,162000,29,32
959,2026-03-19T07:08:00+05:30,24,4,cold_storage,Hyderabad Banjara Hills DS-4 Cold Storage,223,268,83.21,203680,16,20
960,2026-03-19T07:08:00+05:30,24,4,saas_licenses,Hyderabad Banjara Hills DS-4 Operations SaaS Seats,20,26,76.92,53060,16,20
961,2026-03-19T07:37:00+05:30,25,4,picker_capacity,Hyderabad Kukatpally DS-5 Picker Capacity,13,14,92.86,393000,13,14
962,2026-03-19T07:37:00+05:30,25,4,packer_capacity,Hyderabad Kukatpally DS-5 Packer Capacity,8,10,80.0,272000,8,10
963,2026-03-19T07:37:00+05:30,25,4,driver_capacity,Hyderabad Kukatpally DS-5 Driver Capacity,24,27,88.89,614000,24,27
964,2026-03-19T07:37:00+05:30,25,4,dispatch_bays,Hyderabad Kukatpally DS-5 Dispatch Bays,5,5,100.0,162000,24,27
965,2026-03-19T07:37:00+05:30,25,4,cold_storage,Hyderabad Kukatpally DS-5 Cold Storage,154,225,68.44,192500,21,24
966,2026-03-19T07:37:00+05:30,25,4,saas_licenses,Hyderabad Kukatpally DS-5 Operations SaaS Seats,24,30,80.0,54300,21,24
967,2026-03-19T07:16:00+05:30,26,5,picker_capacity,Pune Baner DS-1 Picker Capacity,9,10,90.0,345000,9,10
968,2026-03-19T07:16:00+05:30,26,5,packer_capacity,Pune Baner DS-1 Packer Capacity,5,7,71.43,245000,5,7
