invoice_id,org_id,vendor_id,contract_id,store_id,city_id,invoice_ref,invoice_date,billing_period_start,billing_period_end,service_unit_count,validated_unit_count,billed_rate_inr,contracted_rate_inr,amount_inr,status
220,1,10,10,22,4,QB-022-10-W02,2026-03-28,2026-03-22,2026-03-28,30,30,240.82,240.82,7224.6,open
221,1,2,2,23,4,QB-023-02-W01,2026-03-21,2026-03-15,2026-03-21,1250,1250,39.89,39.89,49862.5,open
222,1,3,3,23,4,QB-023-03-W01,2026-03-21,2026-03-15,2026-03-21,1444,1444,6.47,6.47,9342.68,open
223,1,7,7,23,4,QB-023-07-W01,2026-03-21,2026-03-15,2026-03-21,39,39,937.94,937.94,36579.66,open
224,1,5,5,23,4,QB-023-05-W01,2026-03-21,2026-03-15,2026-03-21,212,212,34.29,34.29,7269.48,open
225,1,10,10,23,4,QB-023-10-W01,2026-03-21,2026-03-15,2026-03-21,32,32,240.82,240.82,7706.24,open
226,1,1,1,23,4,QB-023-01-W02,2026-03-28,2026-03-22,2026-03-28,988,988,35.74,35.74,35311.12,open
227,1,4,4,23,4,QB-023-04-W02,2026-03-28,2026-03-22,2026-03-28,1173,1173,6.98,6.98,8187.54,open
228,1,7,7,23,4,QB-023-07-W02,2026-03-28,2026-03-22,2026-03-28,59,59,937.94,937.94,55338.46,open
229,1,5,5,23,4,QB-023-05-W02,2026-03-28,2026-03-22,2026-03-28,204,204,34.29,34.29,6995.16,open
230,1,10,10,23,4,QB-023-10-W02,2026-03-28,2026-03-22,2026-03-28,28,28,240.82,240.82,6742.96,open
231,1,1,1,24,4,QB-024-01-W01,2026-03-21,2026-03-15,2026-03-21,2503,2365,35.74,35.74,89457.22,open
232,1,4,4,24,4,QB-024-04-W01,2026-03-21,2026-03-15,2026-03-21,3014,3014,6.98,6.98,21037.72,open
233,1,8,8,24,4,QB-024-08-W01,2026-03-21,2026-03-15,2026-03-21,49,49,1088.48,1088.48,53335.52,open
234,1,6,6,24,4,QB-024-06-W01,2026-03-21,2026-03-15,2026-03-21,133,133,39.06,39.06,5194.98,open
235,1,9,9,24,4,QB-024-09-W01,2026-03-21,2026-03-15,2026-03-21,33,33,298.29,298.29,9843.57,open
236,1,2,2,24,4,QB-024-02-W02,2026-03-28,2026-03-22,2026-03-28,2491,2491,39.89,39.89,99365.99,open
237,1,4,4,24,4,QB-024-04-W02,2026-03-28,2026-03-22,2026-03-28,2881,2881,6.98,6.98,20109.38,open
238,1,8,8,24,4,QB-024-08-W02,2026-03-28,2026-03-22,2026-03-28,71,71,1088.48,1088.48,77282.08,open
239,1,5,5,24,4,QB-024-05-W02,2026-03-28,2026-03-22,2026-03-28,195,195,34.29,34.29,6686.55,open
240,1,9,9,24,4,QB-024-09-W02,2026-03-28,2026-03-22,2026-03-28,27,27,298.29,298.29,8053.83,open
241,1,2,2,25,4,QB-025-02-W01,2026-03-21,2026-03-15,2026-03-21,1311,1311,39.89,39.89,52295.79,open
242,1,3,3,25,4,QB-025-03-W01,2026-03-21,2026-03-15,2026-03-21,1635,1635,6.47,6.47,10578.45,open
243,1,7,7,25,4,QB-025-07-W01,2026-03-21,2026-03-15,2026-03-21,40,40,937.94,937.94,37517.6,open
244,1,5,5,25,4,QB-025-05-W01,2026-03-21,2026-03-15,2026-03-21,157,157,34.29,34.29,5383.53,open
245,1,10,10,25,4,QB-025-10-W01,2026-03-21,2026-03-15,2026-03-21,21,21,240.82,240.82,5057.22,open
246,1,2,2,25,4,QB-025-02-W02,2026-03-28,2026-03-22,2026-03-28,1290,1290,39.89,39.89,51458.1,open
247,1,4,4,25,4,QB-025-04-W02,2026-03-28,2026-03-22,2026-03-28,1609,1609,6.98,6.98,11230.82,open
248,1,7,7,25,4,QB-025-07-W02,2026-03-28,2026-03-22,2026-03-28,64,64,937.94,937.94,60028.16,open
249,1,6,6,25,4,QB-025-06-W02,2026-03-28,2026-03-22,2026-03-28,149,149,39.06,39.06,5819.94,open
250,1,9,9,25,4,QB-025-09-W02,2026-03-28,2026-03-22,2026-03-28,28,28,298.29,298.29,8352.12,open
251,1,1,1,26,5,QB-026-01-W01,2026-03-21,2026-03-15,2026-03-21,789,789,35.74,35.74,28198.86,open
252,1,3,3,26,5,QB-026-03-W01,2026-03-21,2026-03-15,2026-03-21,965,965,6.47,6.47,6243.55,open
253,1,7,7,26,5,QB-026-07-W01,2026-03-21,2026-03-15,2026-03-21,53,53,937.94,937.94,49710.82,open
254,1,5,5,26,5,QB-026-05-W01,2026-03-21,2026-03-15,2026-03-21,106,106,34.29,34.29,3634.74,open
255,1,9,9,26,5,QB-026-09-W01,2026-03-21,2026-03-15,2026-03-21,44,44,298.29,298.29,13124.76,open
256,1,2,2,26,5,QB-026-02-W02,2026-03-28,2026-03-22,2026-03-28,936,866,39.89,39.89,37337.04,open
257,1,3,3,26,5,QB-026-03-W02,2026-03-28,2026-03-22,2026-03-28,1090,1090,6.47,6.47,7052.3,open
258,1,8,8,26,5,QB-026-08-W02,2026-03-28,2026-03-22,2026-03-28,43,43,1088.48,1088.48,46804.64,open
259,1,6,6,26,5,QB-026-06-W02,2026-03-28,2026-03-22,2026-03-28,198,198,39.06,39.06,7733.88,open
260,1,10,10,26,5,QB-026-10-W02,2026-03-28,2026-03-22,2026-03-28,38,38,240.82,240.82,9151.16,open
261,1,2,2,27,5,QB-027-02-W01,2026-03-21,2026-03-15,2026-03-21,1594,1594,39.89,39.89,63584.66,open
262,1,4,4,27,5,QB-027-04-W01,2026-03-21,2026-03-15,2026-03-21,1944,1944,8.2,6.98,15940.8,open
263,1,8,8,27,5,QB-027-08-W01,2026-03-21,2026-03-15,2026-03-21,75,75,1088.48,1088.48,81636.0,open
264,1,6,6,27,5,QB-027-06-W01,2026-03-21,2026-03-15,2026-03-21,135,135,39.06,39.06,5273.1,open
265,1,10,10,27,5,QB-027-10-W01,2026-03-21,2026-03-15,2026-03-21,42,42,240.82,240.82,10114.44,open
266,1,2,2,27,5,QB-027-02-W02,2026-03-28,2026-03-22,2026-03-28,1710,1710,39.89,39.89,68211.9,open
267,1,3,3,27,5,QB-027-03-W02,2026-03-28,2026-03-22,2026-03-28,2020,2020,6.47,6.47,13069.4,open
268,1,8,8,27,5,QB-027-08-W02,2026-03-28,2026-03-22,2026-03-28,78,78,1088.48,1088.48,84901.44,open
269,1,6,6,27,5,QB-027-06-W02,2026-03-28,2026-03-22,2026-03-28,201,201,39.06,39.06,7851.06,open
270,1,10,10,27,5,QB-027-10-W02,2026-03-28,2026-03-22,2026-03-28,22,22,240.82,240.82,5298.04,open
271,1,1,1,28,5,QB-028-01-W01,2026-03-21,2026-03-15,2026-03-21,1333,1333,35.74,35.74,47641.42,open
272,1,3,3,28,5,QB-028-03-W01,2026-03-21,2026-03-15,2026-03-21,1646,1646,6.47,6.47,10649.62,open
273,1,7,7,28,5,QB-028-07-W01,2026-03-21,2026-03-15,2026-03-21,57,57,1072.31,937.94,61121.67,open
274,1,6,6,28,5,QB-028-06-W01,2026-03-21,2026-03-15,2026-03-21,103,103,39.06,39.06,4023.18,open
275,1,9,9,28,5,QB-028-09-W01,2026-03-21,2026-03-15,2026-03-21,30,30,298.29,298.29,8948.7,open
276,1,2,2,28,5,QB-028-02-W02,2026-03-28,2026-03-22,2026-03-28,1268,1268,39.89,39.89,50580.52,open
277,1,4,4,28,5,QB-028-04-W02,2026-03-28,2026-03-22,2026-03-28,1631,1631,6.98,6.98,11384.38,open
278,1,8,8,28,5,QB-028-08-W02,2026-03-28,2026-03-22,2026-03-28,41,41,1088.48,1088.48,44627.68,open
279,1,6,6,28,5,QB-028-06-W02,2026-03-28,2026-03-22,2026-03-28,104,104,39.06,39.06,4062.24,open
280,1,9,9,28,5,QB-028-09-W02,2026-03-28,2026-03-22,2026-03-28,31,31,298.29,298.29,9246.99,open
281,1,1,1,29,5,QB-029-01-W01,2026-03-21,2026-03-15,2026-03-21,1182,1182,35.74,35.74,42244.68,open
282,1,3,3,29,5,QB-029-03-W01,2026-03-21,2026-03-15,2026-03-21,1632,1632,6.47,6.47,10559.04,open
283,1,8,8,29,5,QB-029-08-W01,2026-03-21,2026-03-15,2026-03-21,69,61,1088.48,1088.48,75105.12,open
284,1,6,6,29,5,QB-029-06-W01,2026-03-21,2026-03-15,2026-03-21,162,162,39.06,39.06,6327.72,open
285,1,10,10,29,5,QB-029-10-W01,2026-03-21,2026-03-15,2026-03-21,21,21,240.82,240.82,5057.22,open
286,1,1,1,29,5,QB-029-01-W02,2026-03-28,2026-03-22,2026-03-28,1443,1443,35.74,35.74,51572.82,open
287,1,4,4,29,5,QB-029-04-W02,2026-03-28,2026-03-22,2026-03-28,1625,1625,6.98,6.98,11342.5,open
288,1,7,7,29,5,QB-029-07-W02,2026-03-28,2026-03-22,2026-03-28,65,65,937.94,937.94,60966.1,open
289,1,6,6,29,5,QB-029-06-W02,2026-03-28,2026-03-22,2026-03-28,131,131,39.06,39.06,5116.86,open
290,1,9,9,29,5,QB-029-09-W02,2026-03-28,2026-03-22,2026-03-28,19,19,298.29,298.29,5667.51,open
291,1,2,2,30,5,QB-030-02-W01,2026-03-21,2026-03-15,2026-03-21,1181,1181,39.89,39.89,47110.09,open
292,1,4,4,30,5,QB-030-04-W01,2026-03-21,2026-03-15,2026-03-21,1334,1334,7.57,6.98,10098.38,open
293,1,8,8,30,5,QB-030-08-W01,2026-03-21,2026-03-15,2026-03-21,78,78,1088.48,1088.48,84901.44,open
294,1,6,6,30,5,QB-030-06-W01,2026-03-21,2026-03-15,2026-03-21,103,103,39.06,39.06,4023.18,open
295,1,10,10,30,5,QB-030-10-W01,2026-03-21,2026-03-15,2026-03-21,27,27,240.82,240.82,6502.14,open
296,1,2,2,30,5,QB-030-02-W02,2026-03-28,2026-03-22,2026-03-28,1131,1131,39.89,39.89,45115.59,open
297,1,4,4,30,5,QB-030-04-W02,2026-03-28,2026-03-22,2026-03-28,1289,1289,7.8,6.98,10054.2,open
298,1,8,8,30,5,QB-030-08-W02,2026-03-28,2026-03-22,2026-03-28,53,53,1088.48,1088.48,57689.44,open
299,1,6,6,30,5,QB-030-06-W02,2026-03-28,2026-03-22,2026-03-28,190,190,39.06,39.06,7421.4,open
300,1,9,9,30,5,QB-030-09-W02,2026-03-28,2026-03-22,2026-03-28,29,29,298.29,298.29,8650.41,open
301,1,2,2,31,6,QB-031-02-W01,2026-03-21,2026-03-15,2026-03-21,2214,2214,39.89,39.89,88316.46,open
302,1,4,4,31,6,QB-031-04-W01,2026-03-21,2026-03-15,2026-03-21,2938,2938,6.98,6.98,20507.24,open
303,1,8,8,31,6,QB-031-08-W01,2026-03-21,2026-03-15,2026-03-21,51,51,1088.48,1088.48,55512.48,open
304,1,6,6,31,6,QB-031-06-W01,2026-03-21,2026-03-15,2026-03-21,131,131,39.06,39.06,5116.86,open
305,1,9,9,31,6,QB-031-09-W01,2026-03-21,2026-03-15,2026-03-21,44,44,298.29,298.29,13124.76,open
306,1,1,1,31,6,QB-031-01-W02,2026-03-28,2026-03-22,2026-03-28,2531,2531,35.74,35.74,90457.94,open
307,1,3,3,31,6,QB-031-03-W02,2026-03-28,2026-03-22,2026-03-28,2917,2917,6.47,6.47,18872.99,open
308,1,8,8,31,6,QB-031-08-W02,2026-03-28,2026-03-22,2026-03-28,41,41,1088.48,1088.48,44627.68,open
309,1,5,5,31,6,QB-031-05-W02,2026-03-28,2026-03-22,2026-03-28,153,153,34.29,34.29,5246.37,open
310,1,9,9,31,6,QB-031-09-W02,2026-03-28,2026-03-22,2026-03-28,43,43,298.29,298.29,12826.47,open
311,1,2,2,32,6,QB-032-02-W01,2026-03-21,2026-03-15,2026-03-21,1786,1786,39.89,39.89,71243.54,open
312,1,4,4,32,6,QB-032-04-W01,2026-03-21,2026-03-15,2026-03-21,2314,2314,6.98,6.98,16151.72,open
313,1,7,7,32,6,QB-032-07-W01,2026-03-21,2026-03-15,2026-03-21,53,53,937.94,937.94,49710.82,open
314,1,5,5,32,6,QB-032-05-W01,2026-03-21,2026-03-15,2026-03-21,192,192,34.29,34.29,6583.68,open
315,1,10,10,32,6,QB-032-10-W01,2026-03-21,2026-03-15,2026-03-21,38,38,240.82,240.82,9151.16,open
316,1,1,1,32,6,QB-032-01-W02,2026-03-28,2026-03-22,2026-03-28,2398,2179,35.74,35.74,85704.52,open
317,1,3,3,32,6,QB-032-03-W02,2026-03-28,2026-03-22,2026-03-28,2571,2571,6.47,6.47,16634.37,open
318,1,7,7,32,6,QB-032-07-W02,2026-03-28,2026-03-22,2026-03-28,64,62,937.94,937.94,60028.16,open
319,1,6,6,32,6,QB-032-06-W02,2026-03-28,2026-03-22,2026-03-28,193,193,39.06,39.06,7538.58,open
320,1,9,9,32,6,QB-032-09-W02,2026-03-28,2026-03-22,2026-03-28,36,36,298.29,298.29,10738.44,open
321,1,1,1,33,6,QB-033-01-W01,2026-03-21,2026-03-15,2026-03-21,919,919,35.74,35.74,32845.06,open
322,1,4,4,33,6,QB-033-04-W01,2026-03-21,2026-03-15,2026-03-21,1163,1163,6.98,6.98,8117.74,open
323,1,7,7,33,6,QB-033-07-W01,2026-03-21,2026-03-15,2026-03-21,41,41,937.94,937.94,38455.54,open
324,1,6,6,33,6,QB-033-06-W01,2026-03-21,2026-03-15,2026-03-21,207,207,39.06,39.06,8085.42,open
325,1,9,9,33,6,QB-033-09-W01,2026-03-21,2026-03-15,2026-03-21,28,28,298.29,298.29,8352.12,open
326,1,1,1,33,6,QB-033-01-W02,2026-03-28,2026-03-22,2026-03-28,1104,1104,35.74,35.74,39456.96,open
327,1,3,3,33,6,QB-033-03-W02,2026-03-28,2026-03-22,2026-03-28,1268,1268,6.47,6.47,8203.96,open
328,1,7,7,33,6,QB-033-07-W02,2026-03-28,2026-03-22,2026-03-28,66,62,937.94,937.94,61904.04,open
329,1,6,6,33,6,QB-033-06-W02,2026-03-28,2026-03-22,2026-03-28,187,187,39.06,39.06,7304.22,open
330,1,9,9,33,6,QB-033-09-W02,2026-03-28,2026-03-22,2026-03-28,44,44,298.29,298.29,13124.76,open
331,1,1,1,34,6,QB-034-01-W01,2026-03-21,2026-03-15,2026-03-21,1145,1145,35.74,35.74,40922.3,open
332,1,4,4,34,6,QB-034-04-W01,2026-03-21,2026-03-15,2026-03-21,1569,1569,6.98,6.98,10951.62,open
333,1,8,8,34,6,QB-034-08-W01,2026-03-21,2026-03-15,2026-03-21,67,67,1088.48,1088.48,72928.16,open
334,1,5,5,34,6,QB-034-05-W01,2026-03-21,2026-03-15,2026-03-21,138,138,34.29,34.29,4732.02,open
335,1,10,10,34,6,QB-034-10-W01,2026-03-21,2026-03-15,2026-03-21,27,27,240.82,240.82,6502.14,open
336,1,2,2,34,6,QB-034-02-W02,2026-03-28,2026-03-22,2026-03-28,1204,1204,39.89,39.89,48027.56,open
337,1,3,3,34,6,QB-034-03-W02,2026-03-28,2026-03-22,2026-03-28,1381,1381,6.47,6.47,8935.07,open
338,1,8,8,34,6,QB-034-08-W02,2026-03-28,2026-03-22,2026-03-28,52,52,1088.48,1088.48,56600.96,open
339,1,5,5,34,6,QB-034-05-W02,2026-03-28,2026-03-22,2026-03-28,208,208,34.29,34.29,7132.32,open
340,1,9,9,34,6,QB-034-09-W02,2026-03-28,2026-03-22,2026-03-28,26,26,298.29,298.29,7755.54,open
341,1,8,8,34,6,QB-034-08-W02-DUP,2026-03-28,2026-03-22,2026-03-28,52,52,1088.48,1088.48,56600.96,open
342,1,4,4,10,2,QB-010-04-W02-DUP,2026-03-28,2026-03-22,2026-03-28,3676,3676,6.98,6.98,25658.48,open
343,1,3,3,1,1,QB-001-03-W01-DUP,2026-03-21,2026-03-15,2026-03-21,3698,3698,6.47,6.47,23926.06,open
344,1,2,2,4,1,QB-004-02-W02-DUP,2026-03-28,2026-03-22,2026-03-28,2627,2627,39.89,39.89,104791.03,open
345,1,1,1,14,2,QB-014-01-W02-DUP,2026-03-28,2026-03-22,2026-03-28,1791,1791,35.74,35.74,64010.34,open
346,1,8,8,9,2,QB-009-08-W01-DUP,2026-03-21,2026-03-15,2026-03-21,59,59,1088.48,1088.48,64220.32,open
347,1,3,3,18,3,QB-018-03-W02-DUP,2026-03-28,2026-03-22,2026-03-28,1277,1277,6.47,6.47,8262.19,open
348,1,8,8,10,2,QB-010-08-W01-DUP,2026-03-21,2026-03-15,2026-03-21,69,69,1088.48,1088.48,75105.12,open
349,1,2,2,5,1,QB-005-02-W01-DUP,2026-03-21,2026-03-15,2026-03-21,1426,1426,39.89,39.89,56883.14,open
350,1,7,7,13,2,QB-013-07-W02-DUP,2026-03-28,2026-03-22,2026-03-28,71,71,937.94,937.94,66593.74,open
351,1,4,4,29,5,QB-029-04-W02-DUP,2026-03-28,2026-03-22,2026-03-28,1625,1625,6.98,6.98,11342.5,open
352,1,1,1,3,1,QB-003-01-W02-DUP,2026-03-28,2026-03-22,2026-03-28,1664,1664,35.74,35.74,59471.36,open
353,1,2,2,31,6,QB-031-02-W01-DUP,2026-03-21,2026-03-15,2026-03-21,2214,2214,39.89,39.89,88316.46,open
354,1,1,1,13,2,QB-013-01-W02-DUP,2026-03-28,2026-03-22,2026-03-28,2097,2097,35.74,35.74,74946.78,open
