work_item_id,org_id,city_id,store_id,team_id,item_type,priority,opened_at,expected_by,resolved_at,status,estimated_value_inr,backlog_hours,linked_order_id,linked_vendor_id
162,1,5,27,96,delivery_exception,P2,2026-03-27T12:03:00+05:30,2026-03-27T14:03:00+05:30,2026-03-27T16:50:00+05:30,resolved,116.03,0.5,136113,
163,1,1,5,30,delivery_exception,P2,2026-03-15T12:08:00+05:30,2026-03-15T14:08:00+05:30,2026-03-15T15:36:00+05:30,resolved,674.72,0.5,2030,
164,1,4,22,81,delivery_exception,P2,2026-03-16T12:14:00+05:30,2026-03-16T14:14:00+05:30,2026-03-16T16:04:00+05:30,resolved,1117.9,0.5,18477,
165,1,4,22,81,delivery_exception,P2,2026-03-16T12:04:00+05:30,2026-03-16T14:04:00+05:30,2026-03-16T14:39:00+05:30,resolved,621.45,0.5,18548,
166,1,3,15,60,delivery_exception,P2,2026-03-17T12:03:00+05:30,2026-03-17T14:03:00+05:30,2026-03-17T15:46:00+05:30,resolved,210.16,0.5,26559,
167,1,2,13,7,customer_escalation,P1,2026-03-28T12:05:00+05:30,2026-03-28T13:05:00+05:30,,open,915.98,0.5,143345,
168,1,1,2,21,delivery_exception,P2,2026-03-28T12:34:00+05:30,2026-03-28T14:34:00+05:30,,open,115.06,0.5,138987,
169,1,2,13,54,delivery_exception,P2,2026-03-21T12:26:00+05:30,2026-03-21T14:26:00+05:30,2026-03-21T17:35:00+05:30,resolved,508.76,0.5,68834,
170,1,2,8,39,delivery_exception,P2,2026-03-27T12:21:00+05:30,2026-03-27T14:21:00+05:30,2026-03-27T14:36:00+05:30,resolved,216.86,0.5,129667,
171,1,3,15,60,delivery_exception,P2,2026-03-17T12:19:00+05:30,2026-03-17T14:19:00+05:30,2026-03-17T15:03:00+05:30,resolved,798.98,0.5,26603,
172,1,5,27,96,delivery_exception,P2,2026-03-19T12:27:00+05:30,2026-03-19T14:27:00+05:30,2026-03-19T15:34:00+05:30,resolved,346.43,0.5,50260,
173,1,3,15,60,delivery_exception,P2,2026-03-24T12:25:00+05:30,2026-03-24T14:25:00+05:30,2026-03-24T15:51:00+05:30,resolved,567.1,0.5,101402,
174,1,3,15,60,delivery_exception,P2,2026-03-20T12:29:00+05:30,2026-03-20T14:29:00+05:30,2026-03-20T16:30:00+05:30,resolved,244.4,0.5,57713,
175,1,3,15,60,delivery_exception,P2,2026-03-17T12:16:00+05:30,2026-03-17T14:16:00+05:30,2026-03-17T15:50:00+05:30,resolved,73.9,0.5,26458,
176,1,2,9,42,delivery_exception,P2,2026-03-27T12:02:00+05:30,2026-03-27T14:02:00+05:30,2026-03-27T17:30:00+05:30,resolved,524.82,0.5,129988,
177,1,4,23,11,customer_escalation,P1,2026-03-17T12:03:00+05:30,2026-03-17T13:03:00+05:30,2026-03-17T13:44:00+05:30,resolved,737.46,0.5,28654,
178,1,1,5,5,customer_escalation,P1,2026-03-25T12:25:00+05:30,2026-03-25T13:25:00+05:30,2026-03-25T15:38:00+05:30,resolved,314.37,0.5,107714,
179,1,2,11,48,delivery_exception,P2,2026-03-22T12:37:00+05:30,2026-03-22T14:37:00+05:30,2026-03-22T15:03:00+05:30,resolved,248.28,0.5,79436,
180,1,2,12,51,delivery_exception,P2,2026-03-20T12:07:00+05:30,2026-03-20T14:07:00+05:30,2026-03-20T17:17:00+05:30,resolved,211.99,0.5,56722,
181,1,3,16,63,delivery_exception,P2,2026-03-28T12:02:00+05:30,2026-03-28T14:02:00+05:30,,open,236.46,0.5,144287,
182,1,3,16,63,delivery_exception,P2,2026-03-26T12:30:00+05:30,2026-03-26T14:30:00+05:30,2026-03-26T16:25:00+05:30,resolved,1193.35,0.5,121698,
183,1,1,6,33,delivery_exception,P2,2026-03-27T12:33:00+05:30,2026-03-27T14:33:00+05:30,,open,151.72,0.5,128660,
184,1,5,29,102,delivery_exception,P2,2026-03-16T12:04:00+05:30,2026-03-16T14:04:00+05:30,2026-03-16T15:32:00+05:30,resolved,420.39,0.5,20238,
185,1,1,4,27,delivery_exception,P2,2026-03-28T12:19:00+05:30,2026-03-28T14:19:00+05:30,2026-03-28T17:13:00+05:30,resolved,392.79,0.5,140121,
186,1,5,27,96,delivery_exception,P2,2026-03-27T12:35:00+05:30,2026-03-27T14:35:00+05:30,2026-03-27T16:52:00+05:30,resolved,522.6,0.5,136098,
187,1,3,20,75,delivery_exception,P2,2026-03-19T12:44:00+05:30,2026-03-19T14:44:00+05:30,2026-03-19T15:27:00+05:30,resolved,134.24,0.5,48465,
188,1,6,31,108,delivery_exception,P2,2026-03-26T12:21:00+05:30,2026-03-26T14:21:00+05:30,2026-03-26T14:38:00+05:30,resolved,126.59,0.5,125298,
189,1,1,7,36,delivery_exception,P2,2026-03-27T12:23:00+05:30,2026-03-27T14:23:00+05:30,2026-03-27T15:32:00+05:30,resolved,946.13,0.5,129012,
190,1,2,12,51,delivery_exception,P2,2026-03-18T12:23:00+05:30,2026-03-18T14:23:00+05:30,2026-03-18T16:17:00+05:30,resolved,672.48,0.5,35769,
191,1,3,15,60,delivery_exception,P2,2026-03-24T12:23:00+05:30,2026-03-24T14:23:00+05:30,2026-03-24T17:18:00+05:30,resolved,243.04,0.5,101365,
192,1,2,9,42,delivery_exception,P2,2026-03-27T12:06:00+05:30,2026-03-27T14:06:00+05:30,,open,885.03,0.5,129775,
193,1,1,5,30,delivery_exception,P2,2026-03-27T12:17:00+05:30,2026-03-27T14:17:00+05:30,2026-03-27T17:46:00+05:30,resolved,649.81,0.5,128333,
194,1,2,13,54,delivery_exception,P2,2026-03-17T12:29:00+05:30,2026-03-17T14:29:00+05:30,2026-03-17T16:43:00+05:30,resolved,317.34,0.5,25921,
195,1,1,4,27,delivery_exception,P2,2026-03-18T12:43:00+05:30,2026-03-18T14:43:00+05:30,2026-03-18T17:39:00+05:30,resolved,703.42,0.5,32791,
196,1,4,21,78,delivery_exception,P2,2026-03-18T12:08:00+05:30,2026-03-18T14:08:00+05:30,2026-03-18T16:43:00+05:30,resolved,643.9,0.5,38449,
197,1,2,12,51,delivery_exception,P2,2026-03-18T12:13:00+05:30,2026-03-18T14:13:00+05:30,2026-03-18T16:20:00+05:30,resolved,152.07,0.5,35787,
198,1,1,5,30,delivery_exception,P2,2026-03-22T12:40:00+05:30,2026-03-22T14:40:00+05:30,2026-03-22T18:05:00+05:30,resolved,1205.73,0.5,77312,
199,1,4,25,90,delivery_exception,P2,2026-03-20T12:01:00+05:30,2026-03-20T14:01:00+05:30,2026-03-20T15:59:00+05:30,resolved,1158.99,0.5,61211,
200,1,1,4,27,delivery_exception,P2,2026-03-28T12:41:00+05:30,2026-03-28T14:41:00+05:30,,open,807.87,0.5,139943,
201,1,2,14,57,delivery_exception,P2,2026-03-28T12:32:00+05:30,2026-03-28T14:32:00+05:30,2026-03-28T16:32:00+05:30,resolved,230.35,0.5,143601,
202,1,1,4,27,delivery_exception,P2,2026-03-18T12:03:00+05:30,2026-03-18T14:03:00+05:30,2026-03-18T14:37:00+05:30,resolved,386.36,0.5,32889,
203,1,1,2,21,delivery_exception,P2,2026-03-28T12:31:00+05:30,2026-03-28T14:31:00+05:30,,open,843.19,0.5,138802,
204,1,5,27,96,delivery_exception,P2,2026-03-26T12:42:00+05:30,2026-03-26T14:42:00+05:30,2026-03-26T16:29:00+05:30,resolved,117.4,0.5,124460,
205,1,3,15,60,delivery_exception,P2,2026-03-17T12:03:00+05:30,2026-03-17T14:03:00+05:30,2026-03-17T16:57:00+05:30,resolved,457.59,0.5,26514,
206,1,2,13,54,delivery_exception,P2,2026-03-21T12:26:00+05:30,2026-03-21T14:26:00+05:30,2026-03-21T15:54:00+05:30,resolved,74.38,0.5,68750,
207,1,4,25,11,customer_escalation,P1,2026-03-26T12:11:00+05:30,2026-03-26T13:11:00+05:30,2026-03-26T16:28:00+05:30,resolved,448.87,0.5,124230,
208,1,2,13,54,delivery_exception,P2,2026-03-21T12:04:00+05:30,2026-03-21T14:04:00+05:30,2026-03-21T17:23:00+05:30,resolved,259.15,0.5,68979,
209,1,5,29,102,delivery_exception,P2,2026-03-16T12:39:00+05:30,2026-03-16T14:39:00+05:30,2026-03-16T17:08:00+05:30,resolved,606.53,0.5,20208,
210,1,3,19,72,delivery_exception,P2,2026-03-18T12:22:00+05:30,2026-03-18T14:22:00+05:30,2026-03-18T16:14:00+05:30,resolved,560.35,0.5,37669,
211,1,1,2,5,customer_escalation,P1,2026-03-18T12:44:00+05:30,2026-03-18T13:44:00+05:30,2026-03-18T14:44:00+05:30,resolved,512.97,0.5,32003,
212,1,1,4,27,delivery_exception,P2,2026-03-18T12:32:00+05:30,2026-03-18T14:32:00+05:30,2026-03-18T15:18:00+05:30,resolved,484.36,0.5,32772,
213,1,6,33,114,delivery_exception,P2,2026-03-28T12:42:00+05:30,2026-03-28T14:42:00+05:30,2026-03-28T17:10:00+05:30,resolved,631.84,0.5,149580,
214,1,5,26,93,delivery_exception,P2,2026-03-22T12:28:00+05:30,2026-03-22T14:28:00+05:30,2026-03-22T15:50:00+05:30,resolved,885.3,0.5,84086,
215,1,5,27,96,delivery_exception,P2,2026-03-16T12:01:00+05:30,2026-03-16T14:01:00+05:30,2026-03-16T16:30:00+05:30,resolved,257.76,0.5,19658,
216,1,4,21,11,customer_escalation,P1,2026-03-20T12:18:00+05:30,2026-03-20T13:18:00+05:30,2026-03-20T14:01:00+05:30,resolved,59.21,0.5,59420,
217,1,3,18,69,delivery_exception,P2,2026-03-23T12:03:00+05:30,2026-03-23T14:03:00+05:30,2026-03-23T15:19:00+05:30,resolved,463.76,0.5,92184,
218,1,2,8,39,delivery_exception,P2,2026-03-22T12:10:00+05:30,2026-03-22T14:10:00+05:30,2026-03-22T15:41:00+05:30,resolved,72.84,0.5,78284,
219,1,4,24,11,customer_escalation,P1,2026-03-27T12:45:00+05:30,2026-03-27T13:45:00+05:30,,open,338.79,0.5,134952,
220,1,2,12,51,delivery_exception,P2,2026-03-20T12:17:00+05:30,2026-03-20T14:17:00+05:30,2026-03-20T16:02:00+05:30,resolved,451.2,0.5,56634,
221,1,2,8,39,delivery_exception,P2,2026-03-27T12:42:00+05:30,2026-03-27T14:42:00+05:30,2026-03-27T15:18:00+05:30,resolved,880.49,0.5,129642,
222,1,3,19,72,delivery_exception,P2,2026-03-24T12:43:00+05:30,2026-03-24T14:43:00+05:30,2026-03-24T16:21:00+05:30,resolved,155.02,0.5,102175,
223,1,5,27,96,delivery_exception,P2,2026-03-21T12:34:00+05:30,2026-03-21T14:34:00+05:30,2026-03-21T15:06:00+05:30,resolved,209.07,0.5,73354,
224,1,3,20,75,delivery_exception,P2,2026-03-15T12:38:00+05:30,2026-03-15T14:38:00+05:30,2026-03-15T17:09:00+05:30,resolved,422.09,0.5,7340,
225,1,3,17,66,delivery_exception,P2,2026-03-26T12:12:00+05:30,2026-03-26T14:12:00+05:30,2026-03-26T15:30:00+05:30,resolved,495.27,0.5,121992,
226,1,5,27,96,delivery_exception,P2,2026-03-26T12:28:00+05:30,2026-03-26T14:28:00+05:30,2026-03-26T17:40:00+05:30,resolved,502.2,0.5,124591,
227,1,3,15,60,delivery_exception,P2,2026-03-20T12:11:00+05:30,2026-03-20T14:11:00+05:30,2026-03-20T14:45:00+05:30,resolved,581.74,0.5,57694,
228,1,3,15,60,delivery_exception,P2,2026-03-20T12:00:00+05:30,2026-03-20T14:00:00+05:30,2026-03-20T17:27:00+05:30,resolved,240.57,0.5,57778,
229,1,1,4,27,delivery_exception,P2,2026-03-28T12:45:00+05:30,2026-03-28T14:45:00+05:30,,open,286.37,0.5,139653,
230,1,3,19,72,delivery_exception,P2,2026-03-18T12:41:00+05:30,2026-03-18T14:41:00+05:30,2026-03-18T16:00:00+05:30,resolved,523.77,0.5,37926,
231,1,2,11,48,delivery_exception,P2,2026-03-22T12:09:00+05:30,2026-03-22T14:09:00+05:30,2026-03-22T15:09:00+05:30,resolved,384.12,0.5,79570,
232,1,2,14,7,customer_escalation,P1,2026-03-19T12:29:00+05:30,2026-03-19T13:29:00+05:30,2026-03-19T15:32:00+05:30,resolved,334.99,0.5,47017,
233,1,1,5,5,customer_escalation,P1,2026-03-22T12:36:00+05:30,2026-03-22T13:36:00+05:30,2026-03-22T16:39:00+05:30,resolved,739.11,0.5,77319,
234,1,2,9,42,delivery_exception,P2,2026-03-27T12:24:00+05:30,2026-03-27T14:24:00+05:30,2026-03-27T16:44:00+05:30,resolved,341.51,0.5,129788,
235,1,3,16,63,delivery_exception,P2,2026-03-22T12:32:00+05:30,2026-03-22T14:32:00+05:30,2026-03-22T16:58:00+05:30,resolved,392.59,0.5,81199,
236,1,2,8,39,delivery_exception,P2,2026-03-18T12:25:00+05:30,2026-03-18T14:25:00+05:30,2026-03-18T15:01:00+05:30,resolved,374.78,0.5,34351,
237,1,2,13,54,delivery_exception,P2,2026-03-21T12:34:00+05:30,2026-03-21T14:34:00+05:30,2026-03-21T15:09:00+05:30,resolved,175.71,0.5,68993,
238,1,3,16,63,delivery_exception,P2,2026-03-22T12:31:00+05:30,2026-03-22T14:31:00+05:30,2026-03-22T17:00:00+05:30,resolved,294.41,0.5,81110,
239,1,3,18,69,delivery_exception,P2,2026-03-23T12:39:00+05:30,2026-03-23T14:39:00+05:30,2026-03-23T16:59:00+05:30,resolved,692.74,0.5,92108,
240,1,2,13,54,delivery_exception,P2,2026-03-21T12:39:00+05:30,2026-03-21T14:39:00+05:30,2026-03-21T15:57:00+05:30,resolved,455.17,0.5,68863,
241,1,3,19,72,delivery_exception,P2,2026-03-18T12:30:00+05:30,2026-03-18T14:30:00+05:30,2026-03-18T15:03:00+05:30,resolved,81.37,0.5,37829,
242,1,5,27,13,customer_escalation,P1,2026-03-26T12:35:00+05:30,2026-03-26T13:35:00+05:30,2026-03-26T15:09:00+05:30,resolved,546.11,0.5,124657,
243,1,3,20,75,delivery_exception,P2,2026-03-19T12:21:00+05:30,2026-03-19T14:21:00+05:30,2026-03-19T15:45:00+05:30,resolved,148.72,0.5,48419,
244,1,1,4,27,delivery_exception,P2,2026-03-28T12:21:00+05:30,2026-03-28T14:21:00+05:30,2026-03-28T14:46:00+05:30,resolved,481.2,0.5,140207,
245,1,2,12,51,delivery_exception,P2,2026-03-26T12:27:00+05:30,2026-03-26T14:27:00+05:30,2026-03-26T16:18:00+05:30,resolved,899.62,0.5,120188,
246,1,3,18,69,delivery_exception,P2,2026-03-20T12:13:00+05:30,2026-03-20T14:13:00+05:30,2026-03-20T15:18:00+05:30,resolved,322.0,0.5,58604,
247,1,6,31,108,delivery_exception,P2,2026-03-26T12:13:00+05:30,2026-03-26T14:13:00+05:30,2026-03-26T15:16:00+05:30,resolved,552.66,0.5,125427,
248,1,3,19,9,customer_escalation,P1,2026-03-22T12:44:00+05:30,2026-03-22T13:44:00+05:30,2026-03-22T16:04:00+05:30,resolved,880.72,0.5,82134,
249,1,1,2,21,delivery_exception,P2,2026-03-18T12:04:00+05:30,2026-03-18T14:04:00+05:30,2026-03-18T14:56:00+05:30,resolved,863.02,0.5,31962,
250,1,4,23,11,customer_escalation,P1,2026-03-24T12:24:00+05:30,2026-03-24T13:24:00+05:30,2026-03-24T13:52:00+05:30,resolved,967.52,0.5,103267,
251,1,2,12,51,delivery_exception,P2,2026-03-20T12:43:00+05:30,2026-03-20T14:43:00+05:30,2026-03-20T15:42:00+05:30,resolved,689.05,0.5,56635,
252,1,2,13,54,delivery_exception,P2,2026-03-21T12:32:00+05:30,2026-03-21T14:32:00+05:30,2026-03-21T16:29:00+05:30,resolved,454.0,0.5,68715,
253,1,1,5,30,delivery_exception,P2,2026-03-15T12:22:00+05:30,2026-03-15T14:22:00+05:30,2026-03-15T16:23:00+05:30,resolved,226.45,0.5,2077,
254,1,2,13,54,delivery_exception,P2,2026-03-17T12:14:00+05:30,2026-03-17T14:14:00+05:30,2026-03-17T16:08:00+05:30,resolved,74.01,0.5,26062,
255,1,5,26,93,delivery_exception,P2,2026-03-22T12:45:00+05:30,2026-03-22T14:45:00+05:30,2026-03-22T14:57:00+05:30,resolved,471.03,0.5,84001,
256,1,1,2,21,delivery_exception,P2,2026-03-28T12:36:00+05:30,2026-03-28T14:36:00+05:30,,open,190.88,0.5,138897,
257,1,4,23,84,delivery_exception,P2,2026-03-16T12:19:00+05:30,2026-03-16T14:19:00+05:30,2026-03-16T14:40:00+05:30,resolved,1503.69,0.5,18779,
258,1,5,27,96,delivery_exception,P2,2026-03-19T12:24:00+05:30,2026-03-19T14:24:00+05:30,2026-03-19T16:15:00+05:30,resolved,138.12,0.5,50250,
259,1,2,13,54,delivery_exception,P2,2026-03-17T12:41:00+05:30,2026-03-17T14:41:00+05:30,2026-03-17T16:11:00+05:30,resolved,1955.1,0.5,26121,
260,1,3,20,75,delivery_exception,P2,2026-03-19T12:41:00+05:30,2026-03-19T14:41:00+05:30,2026-03-19T16:04:00+05:30,resolved,272.84,0.5,48435,
261,1,3,17,66,delivery_exception,P2,2026-03-26T12:41:00+05:30,2026-03-26T14:41:00+05:30,2026-03-26T15:14:00+05:30,resolved,156.02,0.5,122134,
262,1,3,16,63,delivery_exception,P2,2026-03-28T12:18:00+05:30,2026-03-28T14:18:00+05:30,,open,1716.59,0.5,144433,
263,1,4,21,78,delivery_exception,P2,2026-03-18T12:31:00+05:30,2026-03-18T14:31:00+05:30,2026-03-18T16:19:00+05:30,resolved,712.22,0.5,38437,
264,1,2,14,57,delivery_exception,P2,2026-03-28T12:22:00+05:30,2026-03-28T14:22:00+05:30,,open,235.04,0.5,143604,
265,1,3,20,75,delivery_exception,P2,2026-03-19T12:14:00+05:30,2026-03-19T14:14:00+05:30,2026-03-19T16:40:00+05:30,resolved,222.56,0.5,48405,
266,1,6,32,15,customer_escalation,P1,2026-03-18T12:24:00+05:30,2026-03-18T13:24:00+05:30,2026-03-18T15:24:00+05:30,resolved,233.05,0.5,41245,
267,1,2,14,57,delivery_exception,P2,2026-03-28T12:43:00+05:30,2026-03-28T14:43:00+05:30,,open,812.3,0.5,143572,
268,1,1,5,30,delivery_exception,P2,2026-03-22T12:36:00+05:30,2026-03-22T14:36:00+05:30,2026-03-22T15:17:00+05:30,resolved,412.92,0.5,77052,
269,1,1,7,36,delivery_exception,P2,2026-03-22T12:20:00+05:30,2026-03-22T14:20:00+05:30,2026-03-22T15:28:00+05:30,resolved,117.44,0.5,77736,
270,1,2,8,7,customer_escalation,P1,2026-03-18T12:37:00+05:30,2026-03-18T13:37:00+05:30,2026-03-18T16:15:00+05:30,resolved,464.57,0.5,34190,
271,1,3,16,63,delivery_exception,P2,2026-03-19T12:25:00+05:30,2026-03-19T14:25:00+05:30,2026-03-19T17:23:00+05:30,resolved,573.13,0.5,47446,
272,1,5,26,93,delivery_exception,P2,2026-03-22T12:27:00+05:30,2026-03-22T14:27:00+05:30,2026-03-22T15:18:00+05:30,resolved,255.52,0.5,84108,
273,1,5,26,13,customer_escalation,P1,2026-03-21T12:34:00+05:30,2026-03-21T13:34:00+05:30,2026-03-21T16:14:00+05:30,resolved,451.13,0.5,73004,
274,1,4,22,81,delivery_exception,P2,2026-03-16T12:07:00+05:30,2026-03-16T14:07:00+05:30,2026-03-16T15:19:00+05:30,resolved,347.9,0.5,18445,
275,1,3,19,72,delivery_exception,P2,2026-03-24T12:16:00+05:30,2026-03-24T14:16:00+05:30,2026-03-24T16:49:00+05:30,resolved,382.25,0.5,102286,
276,1,6,31,108,delivery_exception,P2,2026-03-26T12:44:00+05:30,2026-03-26T14:44:00+05:30,2026-03-26T16:02:00+05:30,resolved,157.06,0.5,125363,
277,1,4,22,11,customer_escalation,P1,2026-03-22T12:14:00+05:30,2026-03-22T13:14:00+05:30,2026-03-22T16:36:00+05:30,resolved,139.8,0.5,83216,
278,1,3,16,63,delivery_exception,P2,2026-03-26T12:15:00+05:30,2026-03-26T14:15:00+05:30,2026-03-26T15:44:00+05:30,resolved,286.46,0.5,121656,
279,1,2,12,51,delivery_exception,P2,2026-03-18T12:25:00+05:30,2026-03-18T14:25:00+05:30,2026-03-18T16:51:00+05:30,resolved,154.75,0.5,35767,
280,1,2,13,54,delivery_exception,P2,2026-03-17T12:13:00+05:30,2026-03-17T14:13:00+05:30,2026-03-17T17:01:00+05:30,resolved,586.3,0.5,25954,
281,1,3,16,63,delivery_exception,P2,2026-03-19T12:32:00+05:30,2026-03-19T14:32:00+05:30,2026-03-19T16:35:00+05:30,resolved,142.97,0.5,47454,
282,1,2,14,57,delivery_exception,P2,2026-03-28T12:02:00+05:30,2026-03-28T14:02:00+05:30,,open,689.72,0.5,143659,
283,1,2,13,54,delivery_exception,P2,2026-03-17T12:32:00+05:30,2026-03-17T14:32:00+05:30,2026-03-17T15:53:00+05:30,resolved,169.24,0.5,26112,
284,1,5,27,96,delivery_exception,P2,2026-03-21T12:02:00+05:30,2026-03-21T14:02:00+05:30,2026-03-21T14:23:00+05:30,resolved,143.57,0.5,73153,
285,1,6,33,15,customer_escalation,P1,2026-03-23T12:24:00+05:30,2026-03-23T13:24:00+05:30,2026-03-23T15:58:00+05:30,resolved,327.99,0.5,96082,
286,1,3,17,9,customer_escalation,P1,2026-03-22T12:28:00+05:30,2026-03-22T13:28:00+05:30,2026-03-22T13:52:00+05:30,resolved,184.01,0.5,81546,
287,1,1,4,27,delivery_exception,P2,2026-03-18T12:05:00+05:30,2026-03-18T14:05:00+05:30,2026-03-18T14:45:00+05:30,resolved,143.1,0.5,33134,
288,1,5,29,102,delivery_exception,P2,2026-03-28T12:30:00+05:30,2026-03-28T14:30:00+05:30,2026-03-28T16:42:00+05:30,resolved,151.48,0.5,148228,
289,1,2,13,54,delivery_exception,P2,2026-03-17T12:19:00+05:30,2026-03-17T14:19:00+05:30,2026-03-17T15:00:00+05:30,resolved,182.41,0.5,25871,
290,1,2,13,54,delivery_exception,P2,2026-03-21T12:34:00+05:30,2026-03-21T14:34:00+05:30,2026-03-21T17:21:00+05:30,resolved,427.42,0.5,68925,
291,1,1,5,30,delivery_exception,P2,2026-03-27T12:05:00+05:30,2026-03-27T14:05:00+05:30,2026-03-27T16:08:00+05:30,resolved,757.4,0.5,128345,
292,1,3,16,63,delivery_exception,P2,2026-03-22T12:19:00+05:30,2026-03-22T14:19:00+05:30,2026-03-22T15:59:00+05:30,resolved,304.84,0.5,81131,
293,1,1,2,21,delivery_exception,P2,2026-03-28T12:15:00+05:30,2026-03-28T14:15:00+05:30,,open,154.86,0.5,139211,
294,1,5,27,13,customer_escalation,P1,2026-03-17T12:26:00+05:30,2026-03-17T13:26:00+05:30,2026-03-17T16:36:00+05:30,resolved,583.84,0.5,29494,
295,1,1,5,30,delivery_exception,P2,2026-03-15T12:24:00+05:30,2026-03-15T14:24:00+05:30,2026-03-15T14:49:00+05:30,resolved,206.63,0.5,2162,
296,1,3,19,72,delivery_exception,P2,2026-03-18T12:07:00+05:30,2026-03-18T14:07:00+05:30,2026-03-18T14:58:00+05:30,resolved,404.22,0.5,37691,
297,1,5,30,105,delivery_exception,P2,2026-03-28T12:18:00+05:30,2026-03-28T14:18:00+05:30,,open,338.98,0.5,148333,
298,1,4,21,78,delivery_exception,P2,2026-03-18T12:04:00+05:30,2026-03-18T14:04:00+05:30,2026-03-18T14:51:00+05:30,resolved,398.29,0.5,38224,
299,1,2,13,54,delivery_exception,P2,2026-03-17T12:08:00+05:30,2026-03-17T14:08:00+05:30,2026-03-17T17:36:00+05:30,resolved,592.79,0.5,26126,
300,1,3,15,60,delivery_exception,P2,2026-03-17T12:25:00+05:30,2026-03-17T14:25:00+05:30,2026-03-17T15:44:00+05:30,resolved,227.72,0.5,26486,
301,1,2,12,51,delivery_exception,P2,2026-03-18T12:11:00+05:30,2026-03-18T14:11:00+05:30,2026-03-18T15:54:00+05:30,resolved,439.31,0.5,35664,
302,1,2,13,54,delivery_exception,P2,2026-03-17T12:16:00+05:30,2026-03-17T14:16:00+05:30,2026-03-17T15:02:00+05:30,resolved,1002.8,0.5,26013,
303,1,5,27,96,delivery_exception,P2,2026-03-16T12:10:00+05:30,2026-03-16T14:10:00+05:30,2026-03-16T17:34:00+05:30,resolved,304.36,0.5,19817,
304,1,1,5,30,delivery_exception,P2,2026-03-27T12:22:00+05:30,2026-03-27T14:22:00+05:30,,open,668.5,0.5,128462,
305,1,5,27,96,delivery_exception,P2,2026-03-26T12:39:00+05:30,2026-03-26T14:39:00+05:30,2026-03-26T15:59:00+05:30,resolved,227.63,0.5,124514,
306,1,5,29,102,delivery_exception,P2,2026-03-24T12:37:00+05:30,2026-03-24T14:37:00+05:30,2026-03-24T15:52:00+05:30,resolved,825.5,0.5,104695,
307,1,1,1,5,customer_escalation,P1,2026-03-23T12:41:00+05:30,2026-03-23T13:41:00+05:30,2026-03-23T14:01:00+05:30,resolved,535.44,0.5,86682,
308,1,1,4,27,delivery_exception,P2,2026-03-28T12:02:00+05:30,2026-03-28T14:02:00+05:30,2026-03-28T17:19:00+05:30,resolved,638.54,0.5,140133,
309,1,4,25,90,delivery_exception,P2,2026-03-23T12:03:00+05:30,2026-03-23T14:03:00+05:30,2026-03-23T17:19:00+05:30,resolved,628.49,0.5,93941,
310,1,1,4,27,delivery_exception,P2,2026-03-18T12:02:00+05:30,2026-03-18T14:02:00+05:30,2026-03-18T16:54:00+05:30,resolved,865.16,0.5,32949,
311,1,2,13,54,delivery_exception,P2,2026-03-21T12:41:00+05:30,2026-03-21T14:41:00+05:30,2026-03-21T18:06:00+05:30,resolved,405.62,0.5,68902,
312,1,4,25,90,delivery_exception,P2,2026-03-20T12:20:00+05:30,2026-03-20T14:20:00+05:30,2026-03-20T15:28:00+05:30,resolved,431.33,0.5,61029,
313,1,3,17,66,delivery_exception,P2,2026-03-28T12:25:00+05:30,2026-03-28T14:25:00+05:30,2026-03-28T17:01:00+05:30,resolved,354.03,0.5,144587,
314,1,5,27,96,delivery_exception,P2,2026-03-26T12:02:00+05:30,2026-03-26T14:02:00+05:30,2026-03-26T16:16:00+05:30,resolved,1440.82,0.5,124504,
315,1,4,25,90,delivery_exception,P2,2026-03-23T12:15:00+05:30,2026-03-23T14:15:00+05:30,2026-03-23T16:53:00+05:30,resolved,217.06,0.5,93919,
316,1,3,20,75,delivery_exception,P2,2026-03-27T12:13:00+05:30,2026-03-27T14:13:00+05:30,,open,655.0,0.5,133713,
317,1,1,5,30,delivery_exception,P2,2026-03-15T12:11:00+05:30,2026-03-15T14:11:00+05:30,2026-03-15T17:41:00+05:30,resolved,286.64,0.5,2082,
318,1,1,4,27,delivery_exception,P2,2026-03-18T12:39:00+05:30,2026-03-18T14:39:00+05:30,2026-03-18T15:50:00+05:30,resolved,660.1,0.5,32967,
319,1,3,20,75,delivery_exception,P2,2026-03-24T12:18:00+05:30,2026-03-24T14:18:00+05:30,2026-03-24T17:25:00+05:30,resolved,805.31,0.5,102408,
320,1,5,27,96,delivery_exception,P2,2026-03-26T12:29:00+05:30,2026-03-26T14:29:00+05:30,2026-03-26T16:30:00+05:30,resolved,313.7,0.5,124484,
321,1,5,29,102,delivery_exception,P2,2026-03-16T12:02:00+05:30,2026-03-16T14:02:00+05:30,2026-03-16T16:44:00+05:30,resolved,420.7,0.5,20228,
322,1,3,20,75,delivery_exception,P2,2026-03-19T12:25:00+05:30,2026-03-19T14:25:00+05:30,2026-03-19T17:26:00+05:30,resolved,306.86,0.5,48442,
323,1,2,8,39,delivery_exception,P2,2026-03-22T12:31:00+05:30,2026-03-22T14:31:00+05:30,2026-03-22T16:42:00+05:30,resolved,1057.78,0.5,78264,
324,1,6,34,15,customer_escalation,P1,2026-03-27T12:28:00+05:30,2026-03-27T13:28:00+05:30,,open,465.61,0.5,138060,
