order_id,org_id,city_id,store_id,customer_id_hash,order_ts,promised_eta_minutes,actual_delivery_minutes,basket_value_inr,discount_value_inr,delivery_fee_inr,payment_method,order_status,item_count,distance_km,assigned_driver_id,picker_employee_id,packer_employee_id,peak_flag,rain_flag,surge_flag
3536,1,2,9,38a678eeb4ec698e,2026-03-27T10:08:51+05:30,9,10,320.9,21.7,12,cod,delivered,4,2.95,209,331,342,false,false,false
3537,1,2,9,849958f71c492a4b,2026-03-27T14:08:30+05:30,8,11,418.79,11.9,0,cod,delivered,7,3.84,220,336,341,false,false,false
3538,1,2,9,5d62df58c9265a88,2026-03-27T18:36:46+05:30,14,17,338.32,23.47,15,upi,delivered,3,1.82,204,330,344,true,false,false
3539,1,2,9,c872f4365048ce3f,2026-03-27T16:46:45+05:30,8,8,616.77,30.28,0,upi,delivered,7,0.4,205,328,340,false,false,false
3540,1,2,9,b3c4ab14413c8324,2026-03-27T09:10:26+05:30,16,17,888.32,6.5,0,wallet,delivered,10,2.12,211,338,343,false,false,false
3541,1,2,9,c9d27fd8562cf22a,2026-03-27T15:38:15+05:30,13,16,655.0,51.36,0,upi,delivered,4,2.95,221,338,346,false,false,false
3542,1,2,9,8d96bde83e6607bb,2026-03-27T07:15:10+05:30,10,12,619.06,12.13,0,upi,delivered,8,4.76,221,329,344,false,false,false
3543,1,2,9,f5a30e7f36c97333,2026-03-27T22:34:52+05:30,8,10,562.54,18.27,0,upi,delivered,8,1.48,216,334,342,false,false,false
3544,1,2,9,0c3c57abcc177bba,2026-03-27T18:52:16+05:30,9,13,302.75,1.82,9,upi,delivered,5,1.68,214,338,341,true,false,false
3545,1,2,9,4c2ef972baf51e01,2026-03-27T08:55:09+05:30,8,10,918.53,61.29,0,upi,delivered,9,2.77,224,325,345,false,false,false
3546,1,2,9,cff7ecd1d8049f1a,2026-03-27T18:41:24+05:30,13,14,369.56,43.67,12,upi,delivered,6,1.69,214,325,341,true,false,false
3547,1,2,9,fa0cbf8819839fa7,2026-03-27T22:19:44+05:30,15,14,670.41,17.52,0,upi,delivered,8,2.26,224,334,342,false,false,false
3548,1,2,9,50ac9f946b58a6eb,2026-03-27T21:01:32+05:30,8,12,470.93,1.88,0,upi,delivered,5,3.29,224,324,348,true,false,false
3549,1,2,9,d4621d850c3115ef,2026-03-27T10:38:16+05:30,13,18,460.88,22.67,0,cod,delivered,10,3.92,202,335,344,false,false,false
3550,1,2,9,2d65700cf004a00a,2026-03-27T19:28:43+05:30,11,11,424.4,4.55,0,upi,delivered,4,2.79,226,333,349,true,false,false
3551,1,2,9,ba3aad5c150fea31,2026-03-27T10:52:44+05:30,9,12,841.0,28.68,0,cod,delivered,7,2.75,203,337,347,false,false,false
3552,1,2,9,0f0ca5548a9477bc,2026-03-27T15:44:21+05:30,12,12,540.25,7.55,0,upi,delivered,9,2.98,223,327,344,false,false,false
3553,1,2,9,44b522b1f8a28d95,2026-03-27T10:28:07+05:30,17,15,425.69,2.26,0,upi,delivered,7,2.17,202,324,342,false,false,false
3554,1,2,9,0484228c9c291d65,2026-03-27T20:02:51+05:30,15,21,191.13,13.43,15,upi,delivered,3,4.45,208,335,342,true,false,false
3555,1,2,9,5dde165e7d833091,2026-03-27T19:26:40+05:30,11,11,965.86,65.95,0,upi,delivered,8,1.6,223,324,341,true,false,false
3556,1,2,9,fbdcd96fe21bd67d,2026-03-27T16:30:12+05:30,16,17,386.28,31.88,9,cod,delivered,6,2.25,222,337,342,false,false,false
3557,1,2,9,109fbb7be1b0d48b,2026-03-27T21:22:22+05:30,11,16,256.47,28.98,12,upi,delivered,4,4.17,209,333,348,true,false,false
3558,1,2,9,5fce224f1860b3f0,2026-03-27T16:31:41+05:30,9,11,375.83,2.09,9,upi,delivered,6,1.75,209,327,342,false,false,false
3559,1,2,9,df3edcd8c8d0bdad,2026-03-27T20:57:02+05:30,9,9,90,6.96,12,cod,delivered,3,2.56,202,329,344,true,false,false
3560,1,2,9,7c353e3249832fe1,2026-03-27T18:08:14+05:30,8,11,90,7.26,12,upi,delivered,1,1.92,221,334,339,true,false,false
3561,1,2,9,ea8df077b0527918,2026-03-27T10:44:04+05:30,15,17,375.06,0.18,15,upi,delivered,7,2.52,214,332,340,false,false,false
3562,1,2,9,dc06716bad10887e,2026-03-27T20:15:52+05:30,8,13,690.94,73.13,0,card,delivered,8,2.74,204,333,340,true,false,false
3563,1,2,9,adbda19dcec8cdc5,2026-03-27T15:18:55+05:30,14,13,427.51,36.3,0,cod,delivered,5,2.81,222,330,341,false,false,false
3564,1,2,9,6fc62f7e180c2cdc,2026-03-27T09:08:12+05:30,12,12,472.09,11.08,0,upi,delivered,6,1.86,207,328,349,false,false,false
3565,1,2,9,bb84532ececf18cd,2026-03-27T19:00:43+05:30,12,15,494.67,49.66,0,wallet,delivered,4,3.63,211,331,346,true,false,false
3566,1,2,9,c895a25a5eb948bb,2026-03-27T13:07:05+05:30,12,16,523.53,9.88,0,upi,delivered,7,0.4,202,329,349,true,false,false
3567,1,2,9,d325bf60bfc2d1cb,2026-03-27T19:04:59+05:30,9,12,390.98,26.38,18,wallet,delivered,7,1.49,219,324,347,true,false,false
3568,1,2,9,fc34bfcaed8138d3,2026-03-27T23:04:13+05:30,12,12,416.52,1.03,0,cod,delivered,6,1.37,204,335,349,false,false,false
3569,1,2,9,8be92e7c193719f8,2026-03-27T19:04:03+05:30,13,17,191.63,11.26,15,upi,delivered,6,2.18,226,327,348,true,false,false
3570,1,2,9,751f97730dd0011e,2026-03-27T18:09:09+05:30,11,18,92.57,4.59,18,upi,delivered,5,4.56,207,334,343,true,false,false
3571,1,2,9,2789f7ec93dbaded,2026-03-27T18:38:04+05:30,10,14,610.18,85.35,0,upi,delivered,6,2.23,207,331,340,true,false,false
3572,1,2,9,a83ef55e694d2e64,2026-03-27T17:53:52+05:30,10,10,834.87,35.72,0,upi,delivered,5,1.74,213,331,347,false,false,false
3573,1,2,9,f3669220177ca483,2026-03-27T13:22:56+05:30,12,17,1094.32,145.14,0,upi,delivered,9,0.72,207,332,340,true,false,false
3574,1,2,9,4152ba3fafc23cd7,2026-03-27T19:58:33+05:30,12,15,461.88,29.11,0,upi,delivered,5,2.06,208,334,342,true,false,false
3575,1,2,9,9bb5ecf0063e1b27,2026-03-27T06:09:35+05:30,12,14,343.33,3.5,9,upi,delivered,7,1.39,204,335,348,false,false,false
3576,1,2,9,450becce3983453a,2026-03-27T16:01:11+05:30,9,11,558.14,26.86,0,upi,delivered,6,0.65,217,332,341,false,false,false
3577,1,2,9,4331bb491a60c7a7,2026-03-27T16:29:43+05:30,12,15,623.75,6.04,0,upi,delivered,6,3.56,208,335,339,false,false,false
3578,1,2,9,a3756b584ae12ff0,2026-03-27T13:35:44+05:30,13,15,351.09,37.22,12,upi,delivered,5,2.66,214,335,341,true,false,false
3579,1,2,9,f54f93dd62b55e1b,2026-03-27T08:55:11+05:30,10,10,544.15,11.21,0,cod,delivered,10,2.36,206,329,349,false,false,false
3580,1,2,9,cae69bbf212651be,2026-03-27T09:39:25+05:30,12,13,275.65,22.05,15,card,delivered,4,2.24,210,335,340,false,false,false
3581,1,2,9,57c0d5334c89b675,2026-03-27T12:03:45+05:30,8,11,165.56,13.94,12,upi,delivered,7,3.77,207,329,345,true,false,false
3582,1,2,9,7e0c75d889901455,2026-03-27T13:31:44+05:30,14,19,683.18,67.41,0,upi,delivered,6,3.06,219,336,345,true,false,false
3583,1,2,9,5be1ae71bd821500,2026-03-27T14:35:12+05:30,11,12,534.72,34.37,0,cod,delivered,5,3.19,212,330,339,false,false,false
3584,1,2,9,622178776f05ab16,2026-03-27T18:36:32+05:30,10,15,806.92,26.93,0,upi,delivered,7,3.2,199,327,343,true,false,false
3585,1,2,9,47b26b25672fe438,2026-03-27T14:38:21+05:30,15,17,734.98,40.89,0,upi,delivered,8,1.08,201,329,342,false,false,false
3586,1,2,9,39abda8209a2998f,2026-03-27T16:24:09+05:30,9,10,700.54,1.18,0,cod,delivered,6,2.67,218,329,344,false,false,false
3587,1,2,9,5235050abc7b1266,2026-03-27T07:16:13+05:30,11,15,495.41,5.34,0,upi,delivered,5,4.04,214,333,343,false,false,false
3588,1,2,9,9b556659157cf3af,2026-03-27T21:22:03+05:30,9,14,170.47,23.79,18,upi,delivered,4,1.29,205,336,342,true,false,false
3589,1,2,9,fa065deb05cfddaf,2026-03-27T09:30:41+05:30,10,11,717.8,32.16,0,card,delivered,6,1.33,209,336,343,false,false,false
3590,1,2,9,10203226f5f72826,2026-03-27T20:35:45+05:30,15,17,641.03,22.5,0,upi,delivered,9,0.4,221,331,347,true,false,false
3591,1,2,9,ab9e3bf4de389f62,2026-03-27T22:28:13+05:30,11,13,166.19,5.26,9,upi,delivered,3,3.61,204,333,344,false,false,false
3592,1,2,9,08a4d09cc4c2de45,2026-03-27T22:17:16+05:30,9,8,506.04,1.73,0,upi,delivered,12,1.33,209,336,346,false,false,false
3593,1,2,9,d6e559b54fdd6b1a,2026-03-27T23:24:44+05:30,15,14,164.59,14.08,15,upi,delivered,3,1.21,221,331,346,false,false,false
3594,1,2,9,1ec0d80d21325aa9,2026-03-27T16:21:39+05:30,13,17,177.66,12.87,15,upi,delivered,2,3.86,204,335,340,false,false,false
3595,1,2,9,783969745eb20a43,2026-03-27T19:48:50+05:30,11,17,703.95,77.97,0,upi,delivered,6,2.09,220,328,341,true,false,false
3596,1,2,9,ad3345712bff8acb,2026-03-27T20:21:39+05:30,16,20,90,2.22,15,upi,delivered,1,2.19,207,329,342,true,false,false
3597,1,2,9,fefbdd4dcf446841,2026-03-27T21:40:25+05:30,10,16,445.92,35.78,0,upi,delivered,7,3.32,203,325,345,true,false,false
3598,1,2,9,5e9689ff9a407a3d,2026-03-27T17:18:18+05:30,15,13,282.44,20.32,15,upi,delivered,4,1.99,201,332,341,false,false,false
3599,1,2,9,aa9ca6a3141c7ee0,2026-03-27T22:46:01+05:30,8,10,361.05,29.63,9,upi,delivered,7,1.34,221,329,339,false,false,false
3600,1,2,9,5d9d33e01205a4c4,2026-03-27T14:16:18+05:30,12,15,328.16,17.24,12,upi,delivered,5,0.66,205,324,348,false,false,false
3601,1,2,9,7d417afc0db37bf9,2026-03-27T13:50:30+05:30,8,13,512.44,0.71,0,card,delivered,4,2.08,201,327,347,true,false,false
3602,1,2,9,dea5756b2b7d0016,2026-03-27T13:54:54+05:30,13,21,295.96,44.51,15,wallet,delivered,3,4.49,217,326,340,true,false,false
3603,1,2,9,ed8953d9c84f2129,2026-03-27T16:51:29+05:30,16,15,650.79,33.45,0,upi,delivered,8,2.92,222,335,341,false,false,false
3604,1,2,9,277c1c3c08033e0d,2026-03-27T10:55:19+05:30,9,9,192.24,14.45,15,upi,delivered,2,3.06,220,337,346,false,false,false
3605,1,2,9,b6ea1bf32f2d3d91,2026-03-27T21:13:56+05:30,10,11,641.3,60.76,0,upi,delivered,10,0.4,201,329,348,true,false,false
3606,1,2,9,2dac81a72400d208,2026-03-27T10:18:39+05:30,14,12,1372.16,55.03,0,card,delivered,11,2.64,207,331,343,false,false,false
3607,1,2,9,fa3c520824b88517,2026-03-27T18:48:38+05:30,8,11,389.5,29.33,15,wallet,delivered,8,3.85,221,334,348,true,false,false
3608,1,2,9,41b79b406762c65c,2026-03-27T08:10:52+05:30,13,15,465.52,33.85,0,upi,delivered,5,5.37,216,324,343,false,false,false
3609,1,2,9,452b2f4b992c77fd,2026-03-27T09:29:55+05:30,13,15,794.45,61.41,0,card,delivered,8,2.66,202,327,340,false,false,false
3610,1,2,9,195f8a281681c112,2026-03-27T08:16:34+05:30,11,10,285.15,23.86,18,card,delivered,3,1.03,202,336,340,false,false,false
3611,1,2,9,38c03e0855bb5063,2026-03-27T15:38:59+05:30,11,14,1102.41,31.66,0,upi,delivered,4,3.63,204,338,347,false,false,false
3612,1,2,9,8942b7aa8b3e05ed,2026-03-27T18:22:58+05:30,11,16,311.84,19.71,9,cod,delivered,7,4.81,201,330,340,true,false,false
3613,1,2,9,909d7c80e972e357,2026-03-27T16:02:58+05:30,14,18,303.65,20.82,9,wallet,delivered,3,3.09,215,331,340,false,false,false
3614,1,2,9,60ccc2cfae84a784,2026-03-27T20:50:33+05:30,14,19,405.18,5.54,0,upi,delivered,3,3.69,209,331,348,true,false,false
3615,1,2,9,e1d3d92cffed581e,2026-03-27T17:43:46+05:30,14,18,755.29,23.35,0,wallet,delivered,7,5.86,210,334,346,false,false,false
3616,1,2,9,016fc86f7093ebea,2026-03-27T13:33:27+05:30,11,15,602.97,89.64,0,upi,delivered,6,2.95,217,328,339,true,false,false
3617,1,2,9,07a149a082b2d634,2026-03-27T09:25:09+05:30,16,17,724.99,38.03,0,upi,delivered,8,2.73,205,336,349,false,false,false
3618,1,2,9,db6d1b8751d01e47,2026-03-27T21:15:03+05:30,15,18,714.84,47.91,0,cod,delivered,9,1.26,223,335,345,true,false,false
3619,1,2,9,1133a9e314dabf2b,2026-03-27T18:53:25+05:30,8,11,403.76,43.48,0,upi,delivered,5,3.2,214,336,343,true,false,false
3620,1,2,9,1fb2db1670e57b25,2026-03-27T11:58:26+05:30,12,11,978.25,54.3,0,upi,delivered,9,1.92,201,328,349,false,false,false
3621,1,2,9,f6644db7e32dbc02,2026-03-27T18:51:46+05:30,14,15,756.68,34.99,0,cod,delivered,9,3.8,202,325,346,true,false,false
3622,1,2,9,f45ca66013dd0ca6,2026-03-27T12:28:16+05:30,9,16,103.48,11.31,15,card,delivered,4,3.58,212,336,349,true,false,false
3623,1,2,9,1406ad2576fa934f,2026-03-27T21:50:04+05:30,11,16,657.73,91.02,0,cod,delivered,7,1.65,214,338,346,true,false,false
3624,1,2,9,612713ba1a67762d,2026-03-27T18:51:40+05:30,13,15,571.84,23.34,0,card,delivered,8,1.71,214,338,344,true,false,false
3625,1,2,9,cd4993b78a80b2a3,2026-03-27T20:47:38+05:30,11,17,205.42,12.61,9,card,delivered,5,3.7,225,332,342,true,false,false
3626,1,2,9,a250538473cabbd3,2026-03-27T11:39:40+05:30,10,11,390.97,31.42,9,upi,delivered,7,0.45,209,330,340,false,false,false
3627,1,2,9,043c097c8525a030,2026-03-27T08:47:57+05:30,9,8,113.1,6.29,18,wallet,delivered,6,3.69,211,332,342,false,false,false
3628,1,2,9,d684d3ab3543b147,2026-03-27T12:00:33+05:30,10,10,420.05,43.43,0,upi,delivered,5,4.83,218,335,340,true,false,false
3629,1,2,9,6a10eaa3da952e29,2026-03-27T18:40:06+05:30,12,13,377.06,17.52,18,card,delivered,5,1.44,201,330,348,true,false,false
3630,1,2,9,411ee5f8323c2ddc,2026-03-27T10:08:01+05:30,9,10,562.84,41.28,0,upi,delivered,7,1.15,212,329,345,false,false,false
3631,1,2,9,65b3bf3e959b0ab3,2026-03-27T13:44:33+05:30,9,15,319.41,16.66,9,upi,delivered,6,2.04,199,335,343,true,false,false
3632,1,2,9,43e2b31c02222743,2026-03-27T09:37:25+05:30,13,17,622.5,38.2,0,upi,delivered,7,3.76,205,330,339,false,false,false
3633,1,2,9,167a0f91a0a67355,2026-03-27T14:07:46+05:30,11,11,624.77,20.26,0,upi,delivered,7,3.0,201,338,346,false,false,false
3634,1,2,9,991f0832f3cff3eb,2026-03-27T07:28:20+05:30,12,11,830.68,43.82,0,wallet,delivered,8,2.1,207,327,342,false,false,false
3635,1,2,9,36efa5899ba12c56,2026-03-27T14:57:04+05:30,9,10,124.23,8.29,15,upi,delivered,7,2.53,225,335,342,false,false,false
3636,1,2,9,693cb417d76f3f61,2026-03-27T17:22:50+05:30,15,15,502.07,26.98,0,upi,delivered,9,2.06,223,328,340,false,false,false
3637,1,2,9,4a81f56a5b769533,2026-03-27T09:44:10+05:30,8,9,356.13,29.43,12,card,delivered,5,2.03,223,329,342,false,false,false
3638,1,2,9,e520431f42af0871,2026-03-27T09:16:55+05:30,14,16,389.26,31.02,18,cod,delivered,4,2.42,224,324,348,false,false,false
3639,1,2,9,aadef53285ab6637,2026-03-27T20:03:44+05:30,11,16,218.06,5.17,15,cod,delivered,3,3.34,224,330,339,true,false,false
3640,1,2,9,2267546c4a13cc6f,2026-03-27T20:08:18+05:30,9,13,396.99,63.26,15,wallet,delivered,5,1.28,206,326,349,true,false,false
3641,1,2,9,5caf017f2857cd51,2026-03-27T06:16:55+05:30,13,15,736.16,51.18,0,upi,delivered,9,1.16,199,328,344,false,false,false
3642,1,2,9,d2730cf167cab364,2026-03-27T16:28:15+05:30,9,11,688.44,41.13,0,upi,delivered,8,1.61,226,333,347,false,false,false
3643,1,2,9,8a452a36ddcb3507,2026-03-27T20:18:58+05:30,11,16,223.12,15.25,15,upi,delivered,7,2.9,202,337,339,true,false,false
3644,1,2,9,ca91ed486fcb6439,2026-03-27T13:15:47+05:30,10,14,1097.3,58.76,0,cod,delivered,8,2.69,204,335,341,true,false,false
3645,1,2,9,4954454e86c6ef8c,2026-03-27T11:50:17+05:30,11,11,213.82,10.31,9,upi,delivered,5,3.52,222,331,346,false,false,false
3646,1,2,9,17e3938691b7caf3,2026-03-27T11:20:48+05:30,12,12,460.88,23.5,0,card,delivered,5,1.77,222,333,340,false,false,false
3647,1,2,9,b82eb97770487f87,2026-03-27T20:18:11+05:30,9,11,308.48,12.38,9,upi,delivered,5,1.28,220,334,339,true,false,false
3648,1,2,9,0217feb7d247f70a,2026-03-27T20:00:50+05:30,11,12,395.1,29.76,15,upi,delivered,7,4.58,216,333,346,true,false,false
3649,1,2,9,07ee666b10096aa4,2026-03-27T19:08:34+05:30,11,15,155.75,19.94,18,upi,delivered,2,2.17,211,330,349,true,false,false
3650,1,2,9,60a5cc4d886c9a8d,2026-03-27T17:14:16+05:30,11,10,758.95,56.88,0,cod,delivered,7,2.58,207,338,344,false,false,false
3651,1,2,9,28c2a98062bb9e58,2026-03-27T19:25:23+05:30,8,9,1309.96,182.62,0,upi,delivered,8,1.42,223,326,347,true,false,false
3652,1,2,9,051d5cf874651e90,2026-03-27T10:04:12+05:30,13,12,374.99,5.26,9,upi,delivered,4,2.74,225,329,346,false,false,false
3653,1,2,9,d3fec73d5da0ad4b,2026-03-27T08:28:24+05:30,9,11,417.9,35.94,0,wallet,delivered,5,1.07,224,333,348,false,false,false
3654,1,2,9,9ac5dee8c868489a,2026-03-27T19:52:52+05:30,11,11,412.08,45.59,0,card,delivered,5,1.89,219,338,339,true,false,false
3655,1,2,9,8361272d6bb552da,2026-03-27T22:50:29+05:30,10,14,726.8,54.24,0,upi,delivered,8,5.16,219,327,339,false,false,false
3656,1,2,9,b511525facb75688,2026-03-27T20:57:45+05:30,13,13,304.48,40.55,9,upi,delivered,2,4.59,210,333,349,true,false,false
3657,1,2,9,0ef11ef56d2b844e,2026-03-27T11:00:52+05:30,12,13,965.56,71.64,0,wallet,delivered,9,2.56,222,331,346,false,false,false
3658,1,2,9,064bc5b260815354,2026-03-27T19:28:22+05:30,14,16,665.46,2.12,0,upi,delivered,7,0.4,223,327,345,true,false,false
3659,1,2,9,35b9d74de5889423,2026-03-27T20:18:26+05:30,9,10,402.03,61.06,0,cod,delivered,7,3.0,216,330,349,true,false,false
3660,1,2,9,eb1a4a4e84ead271,2026-03-27T15:21:13+05:30,13,14,586.44,11.99,0,card,delivered,9,2.66,205,329,343,false,false,false
3661,1,2,9,69f9e06a3a434619,2026-03-27T19:22:50+05:30,10,10,614.65,35.08,0,upi,delivered,8,0.85,205,326,342,true,false,false
3662,1,2,9,63536484f74db809,2026-03-27T23:16:06+05:30,15,20,347.52,0.65,12,upi,delivered,4,4.01,218,324,345,false,false,false
3663,1,2,9,198dfbc5807c7165,2026-03-27T18:52:47+05:30,11,15,240.77,4.69,12,card,delivered,7,1.55,221,334,344,true,false,false
3664,1,2,9,e99165b987246a7f,2026-03-27T13:39:29+05:30,14,17,90,3.73,12,upi,delivered,4,2.41,209,325,345,true,false,false
3665,1,2,9,ece6ff65281b8d17,2026-03-27T21:25:06+05:30,12,15,732.73,98.03,0,card,delivered,5,3.93,214,338,349,true,false,false
3666,1,2,9,a2bc64aca1dc0322,2026-03-27T19:23:00+05:30,18,21,198.57,7.25,9,upi,delivered,5,1.92,223,334,342,true,false,false
3667,1,2,9,5d389e727091d9c6,2026-03-27T16:02:44+05:30,11,11,500.55,16.56,0,card,delivered,6,3.45,200,332,343,false,false,false
3668,1,2,9,93032b028d57e42c,2026-03-27T21:20:04+05:30,11,13,327.43,50.38,18,upi,delivered,6,0.67,215,338,346,true,false,false
3669,1,2,9,3dd48eecfd52ee77,2026-03-27T16:10:26+05:30,10,10,377.24,22.12,12,wallet,delivered,5,1.98,225,331,347,false,false,false
3670,1,2,9,4a5be97b60c034c9,2026-03-27T22:32:20+05:30,13,15,379.3,5.13,15,wallet,delivered,6,1.81,201,338,346,false,false,false
3671,1,2,9,7af5164f74c90d64,2026-03-27T07:11:32+05:30,9,8,475.2,15.6,0,upi,delivered,6,2.34,208,337,342,false,false,false
3672,1,2,9,75da2eda8b81ab4b,2026-03-27T22:37:06+05:30,13,13,181.29,6.91,9,wallet,delivered,6,1.3,223,325,345,false,false,false
3673,1,2,9,8ecdd14b451c72a3,2026-03-27T19:09:40+05:30,11,15,753.46,48.06,0,upi,delivered,8,2.3,221,324,343,true,false,false
3674,1,2,9,ec2658dfff66286e,2026-03-27T16:59:15+05:30,14,15,563.64,21.7,0,cod,delivered,7,2.43,207,328,339,false,false,false
3675,1,2,9,e2c43d788ad1367a,2026-03-27T12:37:16+05:30,15,18,790.5,122.48,0,upi,delivered,5,3.03,205,333,342,true,false,false
3676,1,2,9,0691b6a8d45f013e,2026-03-27T16:00:11+05:30,15,15,364.0,28.79,12,card,delivered,5,2.11,203,338,345,false,false,false
3677,1,2,9,78cd637acaf80aef,2026-03-27T19:19:32+05:30,13,18,623.84,68.22,0,card,delivered,7,2.68,215,329,340,true,false,false
3678,1,2,9,9e988459d82e7e2a,2026-03-27T12:46:48+05:30,11,14,93.44,8.41,18,upi,delivered,1,0.66,225,337,349,true,false,false
3679,1,2,9,5f8d85ecb8f851d1,2026-03-27T20:05:49+05:30,11,13,663.15,8.56,0,upi,delivered,7,3.64,222,329,343,true,false,false
3680,1,2,9,bd3ca3d309f60b52,2026-03-27T06:06:46+05:30,15,14,362.08,14.41,18,upi,delivered,5,2.77,217,330,341,false,false,false
3681,1,2,9,706e07d27070f24a,2026-03-27T07:01:20+05:30,16,19,504.09,0.68,0,cod,delivered,7,3.59,214,334,344,false,false,false
3682,1,2,9,0f6d56accb0d01e8,2026-03-27T17:17:51+05:30,10,14,682.04,7.26,0,card,delivered,9,4.03,209,333,339,false,false,false
3683,1,2,9,b3be0477f44ae9f4,2026-03-27T20:07:07+05:30,11,17,343.26,54.17,15,upi,delivered,6,3.3,201,337,342,true,false,false
3684,1,2,9,fc41534786fbb357,2026-03-27T20:38:30+05:30,14,21,365.24,11.05,15,upi,delivered,8,2.81,224,327,340,true,false,false
3685,1,2,9,5c24572b73ccdcc5,2026-03-27T17:38:42+05:30,14,15,495.35,15.69,0,upi,delivered,7,1.47,210,338,342,false,false,false
3686,1,2,9,a5a4909453d8b7eb,2026-03-27T12:09:59+05:30,11,16,734.54,22.8,0,upi,delivered,7,3.5,210,325,341,true,false,false
3687,1,2,9,6a4e65ea1983f2d9,2026-03-27T20:22:06+05:30,14,17,90,11.91,9,cod,delivered,1,2.35,223,338,341,true,false,false
3688,1,2,9,b61b82435a76a0d7,2026-03-27T12:20:37+05:30,14,20,187.94,16.75,18,card,delivered,4,3.29,213,330,348,true,false,false
3689,1,2,9,b463f6bec96ef926,2026-03-27T17:12:43+05:30,8,9,518.27,14.6,0,upi,delivered,7,3.27,212,336,347,false,false,false
3690,1,2,9,0b3259f1387bf869,2026-03-27T23:36:38+05:30,11,11,173.6,0.18,9,upi,delivered,3,0.4,207,329,344,false,false,false
3691,1,2,9,5c76357097782acf,2026-03-27T22:59:06+05:30,11,13,886.67,61.2,0,upi,delivered,12,2.0,223,337,346,false,false,false
3692,1,2,9,c2351f2c1339a18f,2026-03-27T23:45:38+05:30,15,16,764.57,66.41,0,cod,delivered,10,0.82,223,335,345,false,false,false
3693,1,2,9,1b6df1dcabba8ccd,2026-03-27T18:58:08+05:30,14,17,557.57,25.89,0,upi,delivered,6,2.42,204,333,343,true,false,false
3694,1,2,9,b7bd203a77768d73,2026-03-27T19:22:55+05:30,11,17,632.51,70.38,0,card,delivered,7,4.54,220,328,342,true,false,false
3695,1,2,9,6da8263faf6b9214,2026-03-27T20:26:49+05:30,14,16,382.29,17.55,12,upi,delivered,4,2.63,205,338,339,true,false,false
3696,1,2,9,6066d2818c33369b,2026-03-27T13:50:20+05:30,14,17,284.2,4.61,15,upi,delivered,5,2.42,207,328,342,true,false,false
3697,1,2,9,a5c712bc6c4683b0,2026-03-27T09:22:54+05:30,12,13,173.58,7.03,15,upi,delivered,6,3.24,215,326,346,false,false,false
3698,1,2,9,9376b03bbf930cb7,2026-03-27T18:57:04+05:30,10,12,745.69,117.4,0,cod,delivered,8,3.9,210,336,349,true,false,false
3699,1,2,9,f8bb954088697ee8,2026-03-27T19:23:14+05:30,12,16,832.14,89.06,0,upi,delivered,8,3.29,223,331,344,true,false,false
3700,1,2,9,450f69e19e86824b,2026-03-27T09:56:05+05:30,16,14,381.44,6.59,15,upi,delivered,6,1.76,204,337,342,false,false,false
3701,1,2,10,0cbf60ef37dd328f,2026-03-27T20:49:53+05:30,12,15,227.12,34.12,9,upi,delivered,4,3.84,257,370,375,true,false,true
3702,1,2,10,43237e041b5249ca,2026-03-27T16:45:21+05:30,11,12,161.28,6.42,15,cod,delivered,2,1.41,241,361,378,false,false,true
3703,1,2,10,14cb830ac95115ec,2026-03-27T08:42:40+05:30,10,13,369.8,16.15,18,upi,delivered,4,2.41,253,373,377,false,false,true
3704,1,2,10,f76c61f943398a76,2026-03-27T15:59:10+05:30,10,11,392.21,5.73,18,upi,delivered,5,2.36,227,360,384,false,false,true
3705,1,2,10,bd6f9f1d7ab50307,2026-03-27T20:43:45+05:30,9,11,90.95,14.21,18,upi,delivered,1,1.84,246,371,376,true,false,true
3706,1,2,10,f7fd955e21b636aa,2026-03-27T13:32:21+05:30,15,20,502.54,24.64,0,upi,delivered,5,2.8,229,362,377,true,false,true
3707,1,2,10,a38e861dcff06ec6,2026-03-27T07:26:00+05:30,12,14,958.51,77.84,0,upi,delivered,10,2.52,238,366,381,false,false,true
3708,1,2,10,169a6d8c8da53a83,2026-03-27T13:25:19+05:30,10,15,306.46,34.1,9,cod,delivered,5,3.71,227,360,381,true,false,true
3709,1,2,10,e5eccf89a0f095ff,2026-03-27T18:04:21+05:30,13,15,416.96,12.08,0,card,delivered,4,1.43,228,364,384,true,false,true
3710,1,2,10,b6034b4edbe69f41,2026-03-27T18:08:46+05:30,12,14,521.83,8.91,0,card,delivered,8,2.24,245,362,380,true,false,true
3711,1,2,10,e3744f7cc3b841dd,2026-03-27T22:16:18+05:30,15,15,220.92,11.26,9,upi,delivered,4,3.28,240,368,379,false,false,true
3712,1,2,10,99c073588f8ff389,2026-03-27T11:46:46+05:30,8,8,779.82,27.13,0,wallet,delivered,10,2.01,263,359,383,false,false,true
3713,1,2,10,aafbd87f5440c4bf,2026-03-27T10:58:22+05:30,11,11,818.83,36.07,0,upi,delivered,6,1.96,251,359,383,false,false,true
3714,1,2,10,0f35fffa998f6796,2026-03-27T13:38:13+05:30,11,19,126.56,1.72,12,upi,delivered,4,3.82,241,362,376,true,false,true
3715,1,2,10,d2176a5d28308e6d,2026-03-27T21:02:22+05:30,14,15,596.34,81.98,0,upi,delivered,7,1.52,248,371,381,true,false,true
3716,1,2,10,a633ef4d5a9519d0,2026-03-27T12:53:40+05:30,9,13,710.51,44.37,0,upi,delivered,4,2.98,268,362,381,true,false,true
