anomaly_id,entity_type,entity_id,anomaly_type,module,severity,start_ts,end_ts,projected_impact_inr,realized_impact_inr,formula_name,formula_inputs_json,root_cause,recommended_action,required_team_type,required_role,expected_approver_role
A-133,work_item,133,driver_shortage_peak_window,SLA Sentinel,critical,2026-03-28T12:39:00+05:30,2026-03-28T14:15:00+05:30,525.89,152.15,driver_shortage_loss,"{""delay_minutes"": 10, ""basket_value_inr"": 531.49, ""cancelled"": true, ""reason"": ""rain""}",Driver capacity fell short during a peak or disrupted delivery window.,reroute_fleet_capacity,fleet_ops,fleet_manager,city_ops_manager
A-134,work_item,134,driver_shortage_peak_window,SLA Sentinel,high,2026-03-27T12:09:00+05:30,,578.11,,driver_shortage_loss,"{""delay_minutes"": 16, ""basket_value_inr"": 344.52, ""cancelled"": false, ""reason"": ""rider_shortage""}",Driver capacity fell short during a peak or disrupted delivery window.,reroute_fleet_capacity,fleet_ops,fleet_manager,city_ops_manager
A-140,work_item,140,driver_shortage_peak_window,SLA Sentinel,critical,2026-03-27T12:41:00+05:30,2026-03-27T16:24:00+05:30,315.62,189.3,driver_shortage_loss,"{""delay_minutes"": 17, ""basket_value_inr"": 357.56, ""cancelled"": true, ""reason"": ""traffic""}",Driver capacity fell short during a peak or disrupted delivery window.,reroute_fleet_capacity,fleet_ops,fleet_manager,city_ops_manager
A-141,work_item,141,driver_shortage_peak_window,SLA Sentinel,high,2026-03-28T12:06:00+05:30,,510.14,,driver_shortage_loss,"{""delay_minutes"": 20, ""basket_value_inr"": 401.23, ""cancelled"": false, ""reason"": ""store_backlog""}",Driver capacity fell short during a peak or disrupted delivery window.,reroute_fleet_capacity,fleet_ops,fleet_manager,city_ops_manager
A-143,work_item,143,driver_shortage_peak_window,SLA Sentinel,critical,2026-03-27T12:21:00+05:30,,592.98,,driver_shortage_loss,"{""delay_minutes"": 11, ""basket_value_inr"": 504.06, ""cancelled"": true, ""reason"": ""traffic""}",Driver capacity fell short during a peak or disrupted delivery window.,reroute_fleet_capacity,fleet_ops,fleet_manager,city_ops_manager
A-146,work_item,146,driver_shortage_peak_window,SLA Sentinel,high,2026-03-28T12:35:00+05:30,,1094.64,,driver_shortage_loss,"{""delay_minutes"": 16, ""basket_value_inr"": 661.69, ""cancelled"": false, ""reason"": ""rider_shortage""}",Driver capacity fell short during a peak or disrupted delivery window.,reroute_fleet_capacity,fleet_ops,fleet_manager,city_ops_manager
A-148,work_item,148,driver_shortage_peak_window,SLA Sentinel,critical,2026-03-27T12:37:00+05:30,2026-03-27T17:07:00+05:30,321.37,162.83,driver_shortage_loss,"{""delay_minutes"": 12, ""basket_value_inr"": 278.02, ""cancelled"": true, ""reason"": ""traffic""}",Driver capacity fell short during a peak or disrupted delivery window.,reroute_fleet_capacity,fleet_ops,fleet_manager,city_ops_manager
A-151,work_item,151,driver_shortage_peak_window,SLA Sentinel,critical,2026-03-28T12:29:00+05:30,,349.7,,driver_shortage_loss,"{""delay_minutes"": 18, ""basket_value_inr"": 219.55, ""cancelled"": true, ""reason"": ""inventory_substitution""}",Driver capacity fell short during a peak or disrupted delivery window.,reroute_fleet_capacity,fleet_ops,fleet_manager,city_ops_manager
A-153,work_item,153,driver_shortage_peak_window,SLA Sentinel,high,2026-03-28T12:17:00+05:30,,302.95,,driver_shortage_loss,"{""delay_minutes"": 11, ""basket_value_inr"": 315.34, ""cancelled"": false, ""reason"": ""rain""}",Driver capacity fell short during a peak or disrupted delivery window.,reroute_fleet_capacity,fleet_ops,fleet_manager,city_ops_manager
A-157,work_item,157,driver_shortage_peak_window,SLA Sentinel,high,2026-03-27T12:43:00+05:30,,687.35,,driver_shortage_loss,"{""delay_minutes"": 12, ""basket_value_inr"": 649.73, ""cancelled"": false, ""reason"": ""traffic""}",Driver capacity fell short during a peak or disrupted delivery window.,reroute_fleet_capacity,fleet_ops,fleet_manager,city_ops_manager
A-164,work_item,164,driver_shortage_peak_window,SLA Sentinel,high,2026-03-27T12:23:00+05:30,,632.41,,driver_shortage_loss,"{""delay_minutes"": 14, ""basket_value_inr"": 532.75, ""cancelled"": false, ""reason"": ""store_backlog""}",Driver capacity fell short during a peak or disrupted delivery window.,reroute_fleet_capacity,fleet_ops,fleet_manager,city_ops_manager
A-165,work_item,165,driver_shortage_peak_window,SLA Sentinel,high,2026-03-28T12:38:00+05:30,,563.23,,driver_shortage_loss,"{""delay_minutes"": 14, ""basket_value_inr"": 613.01, ""cancelled"": false, ""reason"": ""rider_shortage""}",Driver capacity fell short during a peak or disrupted delivery window.,reroute_fleet_capacity,fleet_ops,fleet_manager,city_ops_manager
A-166,work_item,166,driver_shortage_peak_window,SLA Sentinel,high,2026-03-27T12:11:00+05:30,,147.34,,driver_shortage_loss,"{""delay_minutes"": 13, ""basket_value_inr"": 184.47, ""cancelled"": false, ""reason"": ""rider_shortage""}",Driver capacity fell short during a peak or disrupted delivery window.,reroute_fleet_capacity,fleet_ops,fleet_manager,city_ops_manager
A-169,work_item,169,driver_shortage_peak_window,SLA Sentinel,high,2026-03-28T12:14:00+05:30,,82.37,,driver_shortage_loss,"{""delay_minutes"": 11, ""basket_value_inr"": 90, ""cancelled"": false, ""reason"": ""rain""}",Driver capacity fell short during a peak or disrupted delivery window.,reroute_fleet_capacity,fleet_ops,fleet_manager,city_ops_manager
A-170,work_item,170,driver_shortage_peak_window,SLA Sentinel,high,2026-03-28T12:01:00+05:30,,986.76,,driver_shortage_loss,"{""delay_minutes"": 11, ""basket_value_inr"": 598.71, ""cancelled"": false, ""reason"": ""store_backlog""}",Driver capacity fell short during a peak or disrupted delivery window.,reroute_fleet_capacity,fleet_ops,fleet_manager,city_ops_manager
A-174,work_item,174,driver_shortage_peak_window,SLA Sentinel,high,2026-03-27T12:02:00+05:30,,540.14,,driver_shortage_loss,"{""delay_minutes"": 14, ""basket_value_inr"": 396.02, ""cancelled"": false, ""reason"": ""rider_shortage""}",Driver capacity fell short during a peak or disrupted delivery window.,reroute_fleet_capacity,fleet_ops,fleet_manager,city_ops_manager
A-175,work_item,175,driver_shortage_peak_window,SLA Sentinel,high,2026-03-28T12:15:00+05:30,,615.4,,driver_shortage_loss,"{""delay_minutes"": 15, ""basket_value_inr"": 385.69, ""cancelled"": false, ""reason"": ""rider_shortage""}",Driver capacity fell short during a peak or disrupted delivery window.,reroute_fleet_capacity,fleet_ops,fleet_manager,city_ops_manager
A-176,work_item,176,driver_shortage_peak_window,SLA Sentinel,high,2026-03-28T12:22:00+05:30,,400.37,,driver_shortage_loss,"{""delay_minutes"": 11, ""basket_value_inr"": 287.58, ""cancelled"": false, ""reason"": ""store_backlog""}",Driver capacity fell short during a peak or disrupted delivery window.,reroute_fleet_capacity,fleet_ops,fleet_manager,city_ops_manager
A-177,work_item,177,driver_shortage_peak_window,SLA Sentinel,high,2026-03-27T12:27:00+05:30,,219.2,,driver_shortage_loss,"{""delay_minutes"": 12, ""basket_value_inr"": 204.51, ""cancelled"": false, ""reason"": ""traffic""}",Driver capacity fell short during a peak or disrupted delivery window.,reroute_fleet_capacity,fleet_ops,fleet_manager,city_ops_manager
A-178,work_item,178,driver_shortage_peak_window,SLA Sentinel,critical,2026-03-28T12:04:00+05:30,2026-03-28T13:36:00+05:30,1067.21,495.42,driver_shortage_loss,"{""delay_minutes"": 18, ""basket_value_inr"": 847.49, ""cancelled"": true, ""reason"": ""rain""}",Driver capacity fell short during a peak or disrupted delivery window.,reroute_fleet_capacity,fleet_ops,fleet_manager,city_ops_manager
A-179,work_item,179,driver_shortage_peak_window,SLA Sentinel,high,2026-03-28T12:18:00+05:30,,1066.27,,driver_shortage_loss,"{""delay_minutes"": 11, ""basket_value_inr"": 638.6, ""cancelled"": false, ""reason"": ""rain""}",Driver capacity fell short during a peak or disrupted delivery window.,reroute_fleet_capacity,fleet_ops,fleet_manager,city_ops_manager
A-181,work_item,181,driver_shortage_peak_window,SLA Sentinel,critical,2026-03-27T12:29:00+05:30,,675.67,,driver_shortage_loss,"{""delay_minutes"": 17, ""basket_value_inr"": 796.63, ""cancelled"": true, ""reason"": ""traffic""}",Driver capacity fell short during a peak or disrupted delivery window.,reroute_fleet_capacity,fleet_ops,fleet_manager,city_ops_manager
A-182,work_item,182,driver_shortage_peak_window,SLA Sentinel,high,2026-03-28T12:23:00+05:30,,769.81,,driver_shortage_loss,"{""delay_minutes"": 11, ""basket_value_inr"": 499.28, ""cancelled"": false, ""reason"": ""rain""}",Driver capacity fell short during a peak or disrupted delivery window.,reroute_fleet_capacity,fleet_ops,fleet_manager,city_ops_manager
A-183,work_item,183,driver_shortage_peak_window,SLA Sentinel,critical,2026-03-28T12:24:00+05:30,2026-03-28T16:48:00+05:30,1072.34,326.42,driver_shortage_loss,"{""delay_minutes"": 13, ""basket_value_inr"": 672.27, ""cancelled"": true, ""reason"": ""traffic""}",Driver capacity fell short during a peak or disrupted delivery window.,reroute_fleet_capacity,fleet_ops,fleet_manager,city_ops_manager
A-185,work_item,185,driver_shortage_peak_window,SLA Sentinel,critical,2026-03-28T12:27:00+05:30,,250.79,,driver_shortage_loss,"{""delay_minutes"": 12, ""basket_value_inr"": 213.95, ""cancelled"": true, ""reason"": ""traffic""}",Driver capacity fell short during a peak or disrupted delivery window.,reroute_fleet_capacity,fleet_ops,fleet_manager,city_ops_manager
A-186,work_item,186,driver_shortage_peak_window,SLA Sentinel,critical,2026-03-28T12:27:00+05:30,,655.9,,driver_shortage_loss,"{""delay_minutes"": 12, ""basket_value_inr"": 459.74, ""cancelled"": true, ""reason"": ""traffic""}",Driver capacity fell short during a peak or disrupted delivery window.,reroute_fleet_capacity,fleet_ops,fleet_manager,city_ops_manager
A-187,work_item,187,driver_shortage_peak_window,SLA Sentinel,critical,2026-03-27T12:25:00+05:30,2026-03-27T15:23:00+05:30,784.8,303.81,driver_shortage_loss,"{""delay_minutes"": 13, ""basket_value_inr"": 658.05, ""cancelled"": true, ""reason"": ""traffic""}",Driver capacity fell short during a peak or disrupted delivery window.,reroute_fleet_capacity,fleet_ops,fleet_manager,city_ops_manager
A-189,work_item,189,driver_shortage_peak_window,SLA Sentinel,high,2026-03-28T12:16:00+05:30,,238.66,,driver_shortage_loss,"{""delay_minutes"": 12, ""basket_value_inr"": 258.63, ""cancelled"": false, ""reason"": ""rider_shortage""}",Driver capacity fell short during a peak or disrupted delivery window.,reroute_fleet_capacity,fleet_ops,fleet_manager,city_ops_manager
A-191,work_item,191,driver_shortage_peak_window,SLA Sentinel,high,2026-03-28T12:16:00+05:30,,324.59,,driver_shortage_loss,"{""delay_minutes"": 13, ""basket_value_inr"": 258.18, ""cancelled"": false, ""reason"": ""rain""}",Driver capacity fell short during a peak or disrupted delivery window.,reroute_fleet_capacity,fleet_ops,fleet_manager,city_ops_manager
A-194,work_item,194,driver_shortage_peak_window,SLA Sentinel,critical,2026-03-27T12:14:00+05:30,,210.83,,driver_shortage_loss,"{""delay_minutes"": 16, ""basket_value_inr"": 202.18, ""cancelled"": true, ""reason"": ""delivery_delay""}",Driver capacity fell short during a peak or disrupted delivery window.,reroute_fleet_capacity,fleet_ops,fleet_manager,city_ops_manager
A-197,work_item,197,driver_shortage_peak_window,SLA Sentinel,high,2026-03-28T12:30:00+05:30,,116.62,,driver_shortage_loss,"{""delay_minutes"": 14, ""basket_value_inr"": 90, ""cancelled"": false, ""reason"": ""rain""}",Driver capacity fell short during a peak or disrupted delivery window.,reroute_fleet_capacity,fleet_ops,fleet_manager,city_ops_manager
A-198,work_item,198,driver_shortage_peak_window,SLA Sentinel,critical,2026-03-27T12:17:00+05:30,2026-03-27T13:50:00+05:30,777.67,442.96,driver_shortage_loss,"{""delay_minutes"": 13, ""basket_value_inr"": 731.92, ""cancelled"": true, ""reason"": ""traffic""}",Driver capacity fell short during a peak or disrupted delivery window.,reroute_fleet_capacity,fleet_ops,fleet_manager,city_ops_manager
A-199,work_item,199,driver_shortage_peak_window,SLA Sentinel,high,2026-03-28T12:11:00+05:30,,439.46,,driver_shortage_loss,"{""delay_minutes"": 18, ""basket_value_inr"": 369.58, ""cancelled"": false, ""reason"": ""rain""}",Driver capacity fell short during a peak or disrupted delivery window.,reroute_fleet_capacity,fleet_ops,fleet_manager,city_ops_manager
A-200,work_item,200,driver_shortage_peak_window,SLA Sentinel,critical,2026-03-28T12:16:00+05:30,2026-03-28T14:25:00+05:30,704.22,237.93,driver_shortage_loss,"{""delay_minutes"": 20, ""basket_value_inr"": 557.68, ""cancelled"": true, ""reason"": ""store_backlog""}",Driver capacity fell short during a peak or disrupted delivery window.,reroute_fleet_capacity,fleet_ops,fleet_manager,city_ops_manager
A-204,work_item,204,driver_shortage_peak_window,SLA Sentinel,critical,2026-03-28T12:30:00+05:30,,796.66,,driver_shortage_loss,"{""delay_minutes"": 10, ""basket_value_inr"": 480.59, ""cancelled"": true, ""reason"": ""rain""}",Driver capacity fell short during a peak or disrupted delivery window.,reroute_fleet_capacity,fleet_ops,fleet_manager,city_ops_manager
A-206,work_item,206,driver_shortage_peak_window,SLA Sentinel,critical,2026-03-27T12:18:00+05:30,,1292.65,,driver_shortage_loss,"{""delay_minutes"": 15, ""basket_value_inr"": 1042.82, ""cancelled"": true, ""reason"": ""traffic""}",Driver capacity fell short during a peak or disrupted delivery window.,reroute_fleet_capacity,fleet_ops,fleet_manager,city_ops_manager
A-207,work_item,207,driver_shortage_peak_window,SLA Sentinel,high,2026-03-28T12:34:00+05:30,,850.44,,driver_shortage_loss,"{""delay_minutes"": 15, ""basket_value_inr"": 612.84, ""cancelled"": false, ""reason"": ""rider_shortage""}",Driver capacity fell short during a peak or disrupted delivery window.,reroute_fleet_capacity,fleet_ops,fleet_manager,city_ops_manager
A-208,work_item,208,driver_shortage_peak_window,SLA Sentinel,high,2026-03-27T12:01:00+05:30,,430.91,,driver_shortage_loss,"{""delay_minutes"": 11, ""basket_value_inr"": 469.17, ""cancelled"": false, ""reason"": ""traffic""}",Driver capacity fell short during a peak or disrupted delivery window.,reroute_fleet_capacity,fleet_ops,fleet_manager,city_ops_manager
A-209,work_item,209,driver_shortage_peak_window,SLA Sentinel,critical,2026-03-27T12:02:00+05:30,,591.41,,driver_shortage_loss,"{""delay_minutes"": 9, ""basket_value_inr"": 718.97, ""cancelled"": true, ""reason"": ""traffic""}",Driver capacity fell short during a peak or disrupted delivery window.,reroute_fleet_capacity,fleet_ops,fleet_manager,city_ops_manager
A-210,work_item,210,driver_shortage_peak_window,SLA Sentinel,critical,2026-03-28T12:19:00+05:30,2026-03-28T14:21:00+05:30,312.17,76.44,driver_shortage_loss,"{""delay_minutes"": 8, ""basket_value_inr"": 225.36, ""cancelled"": true, ""reason"": ""traffic""}",Driver capacity fell short during a peak or disrupted delivery window.,reroute_fleet_capacity,fleet_ops,fleet_manager,city_ops_manager
A-216,work_item,216,driver_shortage_peak_window,SLA Sentinel,high,2026-03-28T12:41:00+05:30,,256.85,,driver_shortage_loss,"{""delay_minutes"": 11, ""basket_value_inr"": 232.26, ""cancelled"": false, ""reason"": ""rider_shortage""}",Driver capacity fell short during a peak or disrupted delivery window.,reroute_fleet_capacity,fleet_ops,fleet_manager,city_ops_manager
A-218,work_item,218,driver_shortage_peak_window,SLA Sentinel,high,2026-03-28T12:23:00+05:30,,363.7,,driver_shortage_loss,"{""delay_minutes"": 15, ""basket_value_inr"": 386.86, ""cancelled"": false, ""reason"": ""store_backlog""}",Driver capacity fell short during a peak or disrupted delivery window.,reroute_fleet_capacity,fleet_ops,fleet_manager,city_ops_manager
A-223,work_item,223,driver_shortage_peak_window,SLA Sentinel,high,2026-03-28T12:07:00+05:30,,762.41,,driver_shortage_loss,"{""delay_minutes"": 12, ""basket_value_inr"": 748.44, ""cancelled"": false, ""reason"": ""store_backlog""}",Driver capacity fell short during a peak or disrupted delivery window.,reroute_fleet_capacity,fleet_ops,fleet_manager,city_ops_manager
A-227,work_item,227,driver_shortage_peak_window,SLA Sentinel,critical,2026-03-27T12:43:00+05:30,,766.01,,driver_shortage_loss,"{""delay_minutes"": 17, ""basket_value_inr"": 627.06, ""cancelled"": true, ""reason"": ""traffic""}",Driver capacity fell short during a peak or disrupted delivery window.,reroute_fleet_capacity,fleet_ops,fleet_manager,city_ops_manager
A-229,work_item,229,driver_shortage_peak_window,SLA Sentinel,high,2026-03-28T12:15:00+05:30,,351.7,,driver_shortage_loss,"{""delay_minutes"": 12, ""basket_value_inr"": 251.58, ""cancelled"": false, ""reason"": ""rain""}",Driver capacity fell short during a peak or disrupted delivery window.,reroute_fleet_capacity,fleet_ops,fleet_manager,city_ops_manager
A-230,work_item,230,driver_shortage_peak_window,SLA Sentinel,high,2026-03-28T12:39:00+05:30,,296.04,,driver_shortage_loss,"{""delay_minutes"": 12, ""basket_value_inr"": 299.45, ""cancelled"": false, ""reason"": ""store_backlog""}",Driver capacity fell short during a peak or disrupted delivery window.,reroute_fleet_capacity,fleet_ops,fleet_manager,city_ops_manager
A-233,work_item,233,driver_shortage_peak_window,SLA Sentinel,high,2026-03-28T12:34:00+05:30,,146.75,,driver_shortage_loss,"{""delay_minutes"": 18, ""basket_value_inr"": 124.6, ""cancelled"": false, ""reason"": ""rain""}",Driver capacity fell short during a peak or disrupted delivery window.,reroute_fleet_capacity,fleet_ops,fleet_manager,city_ops_manager
A-234,work_item,234,driver_shortage_peak_window,SLA Sentinel,critical,2026-03-28T12:05:00+05:30,,750.97,,driver_shortage_loss,"{""delay_minutes"": 13, ""basket_value_inr"": 450.46, ""cancelled"": true, ""reason"": ""delivery_delay""}",Driver capacity fell short during a peak or disrupted delivery window.,reroute_fleet_capacity,fleet_ops,fleet_manager,city_ops_manager
A-237,work_item,237,driver_shortage_peak_window,SLA Sentinel,high,2026-03-28T12:19:00+05:30,,1185.88,,driver_shortage_loss,"{""delay_minutes"": 11, ""basket_value_inr"": 761.1, ""cancelled"": false, ""reason"": ""rider_shortage""}",Driver capacity fell short during a peak or disrupted delivery window.,reroute_fleet_capacity,fleet_ops,fleet_manager,city_ops_manager
A-238,work_item,238,driver_shortage_peak_window,SLA Sentinel,high,2026-03-28T12:30:00+05:30,,1005.95,,driver_shortage_loss,"{""delay_minutes"": 17, ""basket_value_inr"": 654.06, ""cancelled"": false, ""reason"": ""store_backlog""}",Driver capacity fell short during a peak or disrupted delivery window.,reroute_fleet_capacity,fleet_ops,fleet_manager,city_ops_manager
A-240,work_item,240,driver_shortage_peak_window,SLA Sentinel,high,2026-03-28T12:21:00+05:30,,206.02,,driver_shortage_loss,"{""delay_minutes"": 11, ""basket_value_inr"": 174.54, ""cancelled"": false, ""reason"": ""rider_shortage""}",Driver capacity fell short during a peak or disrupted delivery window.,reroute_fleet_capacity,fleet_ops,fleet_manager,city_ops_manager
A-241,work_item,241,driver_shortage_peak_window,SLA Sentinel,high,2026-03-28T12:30:00+05:30,,379.7,,driver_shortage_loss,"{""delay_minutes"": 17, ""basket_value_inr"": 379.13, ""cancelled"": false, ""reason"": ""rider_shortage""}",Driver capacity fell short during a peak or disrupted delivery window.,reroute_fleet_capacity,fleet_ops,fleet_manager,city_ops_manager
A-242,work_item,242,driver_shortage_peak_window,SLA Sentinel,high,2026-03-28T12:42:00+05:30,,905.42,,driver_shortage_loss,"{""delay_minutes"": 14, ""basket_value_inr"": 641.75, ""cancelled"": false, ""reason"": ""rider_shortage""}",Driver capacity fell short during a peak or disrupted delivery window.,reroute_fleet_capacity,fleet_ops,fleet_manager,city_ops_manager
A-247,work_item,247,driver_shortage_peak_window,SLA Sentinel,high,2026-03-27T12:37:00+05:30,,539.84,,driver_shortage_loss,"{""delay_minutes"": 14, ""basket_value_inr"": 660.92, ""cancelled"": false, ""reason"": ""store_backlog""}",Driver capacity fell short during a peak or disrupted delivery window.,reroute_fleet_capacity,fleet_ops,fleet_manager,city_ops_manager
A-248,work_item,248,driver_shortage_peak_window,SLA Sentinel,critical,2026-03-27T12:26:00+05:30,2026-03-27T16:56:00+05:30,194.69,83.83,driver_shortage_loss,"{""delay_minutes"": 13, ""basket_value_inr"": 131.22, ""cancelled"": true, ""reason"": ""traffic""}",Driver capacity fell short during a peak or disrupted delivery window.,reroute_fleet_capacity,fleet_ops,fleet_manager,city_ops_manager
A-249,work_item,249,driver_shortage_peak_window,SLA Sentinel,critical,2026-03-28T12:21:00+05:30,2026-03-28T14:28:00+05:30,483.94,198.25,driver_shortage_loss,"{""delay_minutes"": 18, ""basket_value_inr"": 371.2, ""cancelled"": true, ""reason"": ""delivery_delay""}",Driver capacity fell short during a peak or disrupted delivery window.,reroute_fleet_capacity,fleet_ops,fleet_manager,city_ops_manager
A-251,work_item,251,driver_shortage_peak_window,SLA Sentinel,high,2026-03-28T12:32:00+05:30,,571.37,,driver_shortage_loss,"{""delay_minutes"": 14, ""basket_value_inr"": 490.57, ""cancelled"": false, ""reason"": ""rider_shortage""}",Driver capacity fell short during a peak or disrupted delivery window.,reroute_fleet_capacity,fleet_ops,fleet_manager,city_ops_manager
A-255,work_item,255,driver_shortage_peak_window,SLA Sentinel,critical,2026-03-27T12:42:00+05:30,,340.67,,driver_shortage_loss,"{""delay_minutes"": 9, ""basket_value_inr"": 235.02, ""cancelled"": true, ""reason"": ""traffic""}",Driver capacity fell short during a peak or disrupted delivery window.,reroute_fleet_capacity,fleet_ops,fleet_manager,city_ops_manager
A-256,work_item,256,driver_shortage_peak_window,SLA Sentinel,high,2026-03-28T12:13:00+05:30,,172.58,,driver_shortage_loss,"{""delay_minutes"": 13, ""basket_value_inr"": 208.09, ""cancelled"": false, ""reason"": ""rain""}",Driver capacity fell short during a peak or disrupted delivery window.,reroute_fleet_capacity,fleet_ops,fleet_manager,city_ops_manager
A-257,work_item,257,driver_shortage_peak_window,SLA Sentinel,high,2026-03-28T12:15:00+05:30,,552.36,,driver_shortage_loss,"{""delay_minutes"": 16, ""basket_value_inr"": 475.41, ""cancelled"": false, ""reason"": ""store_backlog""}",Driver capacity fell short during a peak or disrupted delivery window.,reroute_fleet_capacity,fleet_ops,fleet_manager,city_ops_manager
A-264,work_item,264,driver_shortage_peak_window,SLA Sentinel,high,2026-03-28T12:14:00+05:30,,195.1,,driver_shortage_loss,"{""delay_minutes"": 11, ""basket_value_inr"": 123.55, ""cancelled"": false, ""reason"": ""rider_shortage""}",Driver capacity fell short during a peak or disrupted delivery window.,reroute_fleet_capacity,fleet_ops,fleet_manager,city_ops_manager
A-265,work_item,265,driver_shortage_peak_window,SLA Sentinel,high,2026-03-27T12:15:00+05:30,,344.87,,driver_shortage_loss,"{""delay_minutes"": 11, ""basket_value_inr"": 240.99, ""cancelled"": false, ""reason"": ""traffic""}",Driver capacity fell short during a peak or disrupted delivery window.,reroute_fleet_capacity,fleet_ops,fleet_manager,city_ops_manager
A-266,work_item,266,driver_shortage_peak_window,SLA Sentinel,high,2026-03-27T12:31:00+05:30,,550.82,,driver_shortage_loss,"{""delay_minutes"": 14, ""basket_value_inr"": 364.65, ""cancelled"": false, ""reason"": ""rider_shortage""}",Driver capacity fell short during a peak or disrupted delivery window.,reroute_fleet_capacity,fleet_ops,fleet_manager,city_ops_manager
A-267,work_item,267,driver_shortage_peak_window,SLA Sentinel,high,2026-03-28T12:38:00+05:30,,548.92,,driver_shortage_loss,"{""delay_minutes"": 14, ""basket_value_inr"": 560.49, ""cancelled"": false, ""reason"": ""rain""}",Driver capacity fell short during a peak or disrupted delivery window.,reroute_fleet_capacity,fleet_ops,fleet_manager,city_ops_manager
A-268,work_item,268,driver_shortage_peak_window,SLA Sentinel,high,2026-03-28T12:27:00+05:30,,810.54,,driver_shortage_loss,"{""delay_minutes"": 20, ""basket_value_inr"": 770.44, ""cancelled"": false, ""reason"": ""rain""}",Driver capacity fell short during a peak or disrupted delivery window.,reroute_fleet_capacity,fleet_ops,fleet_manager,city_ops_manager
A-274,work_item,274,driver_shortage_peak_window,SLA Sentinel,high,2026-03-28T12:08:00+05:30,,561.7,,driver_shortage_loss,"{""delay_minutes"": 13, ""basket_value_inr"": 597.46, ""cancelled"": false, ""reason"": ""rider_shortage""}",Driver capacity fell short during a peak or disrupted delivery window.,reroute_fleet_capacity,fleet_ops,fleet_manager,city_ops_manager
A-275,work_item,275,driver_shortage_peak_window,SLA Sentinel,critical,2026-03-28T12:21:00+05:30,2026-03-28T13:37:00+05:30,655.6,377.77,driver_shortage_loss,"{""delay_minutes"": 10, ""basket_value_inr"": 458.52, ""cancelled"": true, ""reason"": ""delivery_delay""}",Driver capacity fell short during a peak or disrupted delivery window.,reroute_fleet_capacity,fleet_ops,fleet_manager,city_ops_manager
A-278,work_item,278,driver_shortage_peak_window,SLA Sentinel,high,2026-03-28T12:39:00+05:30,,129.77,,driver_shortage_loss,"{""delay_minutes"": 14, ""basket_value_inr"": 101.65, ""cancelled"": false, ""reason"": ""rain""}",Driver capacity fell short during a peak or disrupted delivery window.,reroute_fleet_capacity,fleet_ops,fleet_manager,city_ops_manager
A-279,work_item,279,driver_shortage_peak_window,SLA Sentinel,high,2026-03-28T12:09:00+05:30,,1701.49,,driver_shortage_loss,"{""delay_minutes"": 14, ""basket_value_inr"": 1019.86, ""cancelled"": false, ""reason"": ""store_backlog""}",Driver capacity fell short during a peak or disrupted delivery window.,reroute_fleet_capacity,fleet_ops,fleet_manager,city_ops_manager
A-283,work_item,283,driver_shortage_peak_window,SLA Sentinel,high,2026-03-27T12:28:00+05:30,,1325.16,,driver_shortage_loss,"{""delay_minutes"": 13, ""basket_value_inr"": 1099.68, ""cancelled"": false, ""reason"": ""traffic""}",Driver capacity fell short during a peak or disrupted delivery window.,reroute_fleet_capacity,fleet_ops,fleet_manager,city_ops_manager
A-284,work_item,284,driver_shortage_peak_window,SLA Sentinel,high,2026-03-27T12:36:00+05:30,,1697.88,,driver_shortage_loss,"{""delay_minutes"": 15, ""basket_value_inr"": 1012.31, ""cancelled"": false, ""reason"": ""traffic""}",Driver capacity fell short during a peak or disrupted delivery window.,reroute_fleet_capacity,fleet_ops,fleet_manager,city_ops_manager
A-286,work_item,286,driver_shortage_peak_window,SLA Sentinel,critical,2026-03-28T12:43:00+05:30,,1796.65,,driver_shortage_loss,"{""delay_minutes"": 18, ""basket_value_inr"": 1119.31, ""cancelled"": true, ""reason"": ""rain""}",Driver capacity fell short during a peak or disrupted delivery window.,reroute_fleet_capacity,fleet_ops,fleet_manager,city_ops_manager
A-287,work_item,287,driver_shortage_peak_window,SLA Sentinel,high,2026-03-28T12:17:00+05:30,,310.85,,driver_shortage_loss,"{""delay_minutes"": 13, ""basket_value_inr"": 309.36, ""cancelled"": false, ""reason"": ""store_backlog""}",Driver capacity fell short during a peak or disrupted delivery window.,reroute_fleet_capacity,fleet_ops,fleet_manager,city_ops_manager
A-288,work_item,288,driver_shortage_peak_window,SLA Sentinel,high,2026-03-28T12:11:00+05:30,,1027.52,,driver_shortage_loss,"{""delay_minutes"": 15, ""basket_value_inr"": 660.64, ""cancelled"": false, ""reason"": ""rider_shortage""}",Driver capacity fell short during a peak or disrupted delivery window.,reroute_fleet_capacity,fleet_ops,fleet_manager,city_ops_manager
A-294,work_item,294,driver_shortage_peak_window,SLA Sentinel,critical,2026-03-28T12:12:00+05:30,2026-03-28T15:36:00+05:30,586.9,139.43,driver_shortage_loss,"{""delay_minutes"": 9, ""basket_value_inr"": 684.42, ""cancelled"": true, ""reason"": ""delivery_delay""}",Driver capacity fell short during a peak or disrupted delivery window.,reroute_fleet_capacity,fleet_ops,fleet_manager,city_ops_manager
A-299,work_item,299,driver_shortage_peak_window,SLA Sentinel,high,2026-03-28T12:11:00+05:30,,1464.35,,driver_shortage_loss,"{""delay_minutes"": 12, ""basket_value_inr"": 984.88, ""cancelled"": false, ""reason"": ""store_backlog""}",Driver capacity fell short during a peak or disrupted delivery window.,reroute_fleet_capacity,fleet_ops,fleet_manager,city_ops_manager
