work_item_id,org_id,city_id,store_id,team_id,item_type,priority,opened_at,expected_by,resolved_at,status,estimated_value_inr,backlog_hours,linked_order_id,linked_vendor_id
175,1,5,29,102,delivery_exception,P2,2026-03-28T12:15:00+05:30,2026-03-28T14:15:00+05:30,,open,512.83,0.5,21511,
176,1,4,23,84,delivery_exception,P2,2026-03-28T12:22:00+05:30,2026-03-28T14:22:00+05:30,,open,333.64,0.5,19971,
177,1,1,5,30,delivery_exception,P2,2026-03-27T12:27:00+05:30,2026-03-27T14:27:00+05:30,,open,182.67,0.5,2015,
178,1,2,13,7,customer_escalation,P1,2026-03-28T12:04:00+05:30,2026-03-28T13:04:00+05:30,2026-03-28T13:36:00+05:30,resolved,889.34,0.5,16543,
179,1,5,27,96,delivery_exception,P2,2026-03-28T12:18:00+05:30,2026-03-28T14:18:00+05:30,,open,888.56,0.5,20932,
180,1,3,20,75,delivery_exception,P2,2026-03-27T12:06:00+05:30,2026-03-27T14:06:00+05:30,2026-03-27T14:27:00+05:30,resolved,884.51,0.5,7428,
181,1,2,10,7,customer_escalation,P1,2026-03-27T12:29:00+05:30,2026-03-27T13:29:00+05:30,,open,563.06,0.5,4232,
182,1,5,27,96,delivery_exception,P2,2026-03-28T12:23:00+05:30,2026-03-28T14:23:00+05:30,,open,641.51,0.5,21249,
183,1,1,7,5,customer_escalation,P1,2026-03-28T12:24:00+05:30,2026-03-28T13:24:00+05:30,2026-03-28T16:48:00+05:30,resolved,893.62,0.5,14355,
184,1,5,27,96,delivery_exception,P2,2026-03-28T12:42:00+05:30,2026-03-28T14:42:00+05:30,2026-03-28T16:59:00+05:30,resolved,743.3,0.5,21223,
185,1,3,19,9,customer_escalation,P1,2026-03-28T12:27:00+05:30,2026-03-28T13:27:00+05:30,,open,208.99,0.5,18591,
186,1,1,6,5,customer_escalation,P1,2026-03-28T12:27:00+05:30,2026-03-28T13:27:00+05:30,,open,546.58,0.5,13961,
187,1,2,8,7,customer_escalation,P1,2026-03-27T12:25:00+05:30,2026-03-27T13:25:00+05:30,2026-03-27T15:23:00+05:30,resolved,654.0,0.5,3058,
188,1,4,22,81,delivery_exception,P2,2026-03-28T12:06:00+05:30,2026-03-28T14:06:00+05:30,2026-03-28T15:37:00+05:30,resolved,511.89,0.5,19647,
189,1,5,29,102,delivery_exception,P2,2026-03-28T12:16:00+05:30,2026-03-28T14:16:00+05:30,,open,198.88,0.5,21588,
190,1,5,29,102,delivery_exception,P2,2026-03-28T12:42:00+05:30,2026-03-28T14:42:00+05:30,2026-03-28T14:54:00+05:30,resolved,493.98,0.5,21607,
191,1,5,27,96,delivery_exception,P2,2026-03-28T12:16:00+05:30,2026-03-28T14:16:00+05:30,,open,270.49,0.5,21067,
192,1,5,27,96,delivery_exception,P2,2026-03-28T12:09:00+05:30,2026-03-28T14:09:00+05:30,2026-03-28T16:16:00+05:30,resolved,1107.42,0.5,21036,
193,1,5,27,96,delivery_exception,P2,2026-03-28T12:18:00+05:30,2026-03-28T14:18:00+05:30,2026-03-28T14:37:00+05:30,resolved,888.56,0.5,21125,
194,1,4,22,11,customer_escalation,P1,2026-03-27T12:14:00+05:30,2026-03-27T13:14:00+05:30,,open,175.69,0.5,7926,
195,1,4,22,81,delivery_exception,P2,2026-03-28T12:07:00+05:30,2026-03-28T14:07:00+05:30,2026-03-28T14:46:00+05:30,resolved,363.74,0.5,19742,
196,1,5,29,102,delivery_exception,P2,2026-03-28T12:21:00+05:30,2026-03-28T14:21:00+05:30,2026-03-28T17:26:00+05:30,resolved,268.02,0.5,21671,
197,1,5,27,96,delivery_exception,P2,2026-03-28T12:30:00+05:30,2026-03-28T14:30:00+05:30,,open,97.18,0.5,21062,
198,1,1,1,5,customer_escalation,P1,2026-03-27T12:17:00+05:30,2026-03-27T13:17:00+05:30,2026-03-27T13:50:00+05:30,resolved,648.06,0.5,108,
199,1,4,22,81,delivery_exception,P2,2026-03-28T12:11:00+05:30,2026-03-28T14:11:00+05:30,,open,366.22,0.5,19542,
200,1,4,22,11,customer_escalation,P1,2026-03-28T12:16:00+05:30,2026-03-28T13:16:00+05:30,2026-03-28T14:25:00+05:30,resolved,586.85,0.5,19696,
201,1,4,22,81,delivery_exception,P2,2026-03-28T12:06:00+05:30,2026-03-28T14:06:00+05:30,2026-03-28T15:46:00+05:30,resolved,747.82,0.5,19566,
202,1,4,22,81,delivery_exception,P2,2026-03-28T12:26:00+05:30,2026-03-28T14:26:00+05:30,2026-03-28T17:30:00+05:30,resolved,1097.94,0.5,19608,
203,1,4,22,81,delivery_exception,P2,2026-03-28T12:13:00+05:30,2026-03-28T14:13:00+05:30,2026-03-28T14:49:00+05:30,resolved,596.95,0.5,19545,
204,1,2,13,7,customer_escalation,P1,2026-03-28T12:30:00+05:30,2026-03-28T13:30:00+05:30,,open,663.88,0.5,16635,
205,1,4,22,81,delivery_exception,P2,2026-03-28T12:22:00+05:30,2026-03-28T14:22:00+05:30,2026-03-28T17:49:00+05:30,resolved,117.56,0.5,19496,
206,1,3,15,9,customer_escalation,P1,2026-03-27T12:18:00+05:30,2026-03-27T13:18:00+05:30,,open,1077.21,0.5,6042,
207,1,5,29,102,delivery_exception,P2,2026-03-28T12:34:00+05:30,2026-03-28T14:34:00+05:30,,open,708.7,0.5,21698,
208,1,1,5,30,delivery_exception,P2,2026-03-27T12:01:00+05:30,2026-03-27T14:01:00+05:30,,open,359.09,0.5,1984,
209,1,1,1,5,customer_escalation,P1,2026-03-27T12:02:00+05:30,2026-03-27T13:02:00+05:30,,open,492.84,0.5,611,
210,1,3,19,9,customer_escalation,P1,2026-03-28T12:19:00+05:30,2026-03-28T13:19:00+05:30,2026-03-28T14:21:00+05:30,resolved,260.14,0.5,18811,
211,1,5,27,96,delivery_exception,P2,2026-03-28T12:25:00+05:30,2026-03-28T14:25:00+05:30,2026-03-28T15:33:00+05:30,resolved,344.38,0.5,21140,
212,1,3,20,75,delivery_exception,P2,2026-03-27T12:05:00+05:30,2026-03-27T14:05:00+05:30,2026-03-27T16:35:00+05:30,resolved,858.19,0.5,7400,
213,1,5,27,96,delivery_exception,P2,2026-03-28T12:14:00+05:30,2026-03-28T14:14:00+05:30,2026-03-28T16:03:00+05:30,resolved,232.76,0.5,21242,
214,1,1,5,30,delivery_exception,P2,2026-03-27T12:25:00+05:30,2026-03-27T14:25:00+05:30,2026-03-27T17:13:00+05:30,resolved,885.64,0.5,2079,
215,1,5,29,102,delivery_exception,P2,2026-03-28T12:27:00+05:30,2026-03-28T14:27:00+05:30,2026-03-28T16:36:00+05:30,resolved,744.69,0.5,21721,
216,1,5,29,102,delivery_exception,P2,2026-03-28T12:41:00+05:30,2026-03-28T14:41:00+05:30,,open,214.04,0.5,21580,
217,1,5,29,102,delivery_exception,P2,2026-03-28T12:24:00+05:30,2026-03-28T14:24:00+05:30,2026-03-28T16:24:00+05:30,resolved,335.99,0.5,21715,
218,1,4,23,84,delivery_exception,P2,2026-03-28T12:23:00+05:30,2026-03-28T14:23:00+05:30,,open,303.08,0.5,19922,
219,1,5,29,102,delivery_exception,P2,2026-03-28T12:11:00+05:30,2026-03-28T14:11:00+05:30,2026-03-28T17:01:00+05:30,resolved,153.33,0.5,21487,
220,1,4,22,81,delivery_exception,P2,2026-03-28T12:13:00+05:30,2026-03-28T14:13:00+05:30,2026-03-28T15:26:00+05:30,resolved,634.28,0.5,19687,
221,1,3,20,75,delivery_exception,P2,2026-03-27T12:08:00+05:30,2026-03-27T14:08:00+05:30,2026-03-27T16:15:00+05:30,resolved,182.88,0.5,7449,
222,1,1,5,30,delivery_exception,P2,2026-03-27T12:23:00+05:30,2026-03-27T14:23:00+05:30,2026-03-27T14:48:00+05:30,resolved,384.82,0.5,1934,
223,1,4,23,84,delivery_exception,P2,2026-03-28T12:07:00+05:30,2026-03-28T14:07:00+05:30,,open,635.34,0.5,19819,
224,1,1,5,30,delivery_exception,P2,2026-03-27T12:45:00+05:30,2026-03-27T14:45:00+05:30,2026-03-27T17:16:00+05:30,resolved,456.45,0.5,1955,
225,1,1,5,30,delivery_exception,P2,2026-03-27T12:00:00+05:30,2026-03-27T14:00:00+05:30,2026-03-27T15:45:00+05:30,resolved,90.05,0.5,1878,
226,1,4,23,84,delivery_exception,P2,2026-03-28T12:36:00+05:30,2026-03-28T14:36:00+05:30,2026-03-28T16:26:00+05:30,resolved,836.59,0.5,19798,
227,1,1,4,5,customer_escalation,P1,2026-03-27T12:43:00+05:30,2026-03-27T13:43:00+05:30,,open,638.34,0.5,1500,
228,1,5,27,96,delivery_exception,P2,2026-03-28T12:17:00+05:30,2026-03-28T14:17:00+05:30,2026-03-28T16:53:00+05:30,resolved,711.33,0.5,21068,
229,1,4,22,81,delivery_exception,P2,2026-03-28T12:15:00+05:30,2026-03-28T14:15:00+05:30,,open,293.08,0.5,19580,
230,1,4,23,84,delivery_exception,P2,2026-03-28T12:39:00+05:30,2026-03-28T14:39:00+05:30,,open,246.7,0.5,19897,
231,1,1,5,30,delivery_exception,P2,2026-03-27T12:15:00+05:30,2026-03-27T14:15:00+05:30,2026-03-27T16:21:00+05:30,resolved,592.89,0.5,2136,
232,1,4,22,81,delivery_exception,P2,2026-03-28T12:12:00+05:30,2026-03-28T14:12:00+05:30,2026-03-28T17:20:00+05:30,resolved,601.54,0.5,19784,
233,1,4,22,81,delivery_exception,P2,2026-03-28T12:34:00+05:30,2026-03-28T14:34:00+05:30,,open,122.29,0.5,19662,
234,1,4,24,11,customer_escalation,P1,2026-03-28T12:05:00+05:30,2026-03-28T13:05:00+05:30,,open,625.81,0.5,20117,
235,1,5,29,102,delivery_exception,P2,2026-03-28T12:43:00+05:30,2026-03-28T14:43:00+05:30,2026-03-28T17:47:00+05:30,resolved,755.45,0.5,21566,
236,1,4,22,81,delivery_exception,P2,2026-03-28T12:01:00+05:30,2026-03-28T14:01:00+05:30,2026-03-28T17:29:00+05:30,resolved,424.41,0.5,19675,
237,1,5,29,102,delivery_exception,P2,2026-03-28T12:19:00+05:30,2026-03-28T14:19:00+05:30,,open,988.23,0.5,21635,
238,1,4,22,81,delivery_exception,P2,2026-03-28T12:30:00+05:30,2026-03-28T14:30:00+05:30,,open,838.29,0.5,19736,
239,1,4,22,81,delivery_exception,P2,2026-03-28T12:16:00+05:30,2026-03-28T14:16:00+05:30,2026-03-28T16:14:00+05:30,resolved,223.25,0.5,19718,
240,1,5,29,102,delivery_exception,P2,2026-03-28T12:21:00+05:30,2026-03-28T14:21:00+05:30,,open,171.68,0.5,21668,
241,1,5,29,102,delivery_exception,P2,2026-03-28T12:30:00+05:30,2026-03-28T14:30:00+05:30,,open,316.42,0.5,21519,
242,1,5,29,102,delivery_exception,P2,2026-03-28T12:42:00+05:30,2026-03-28T14:42:00+05:30,,open,754.52,0.5,21458,
243,1,5,29,102,delivery_exception,P2,2026-03-28T12:01:00+05:30,2026-03-28T14:01:00+05:30,2026-03-28T15:34:00+05:30,resolved,259.14,0.5,21540,
244,1,1,5,30,delivery_exception,P2,2026-03-27T12:28:00+05:30,2026-03-27T14:28:00+05:30,2026-03-27T15:57:00+05:30,resolved,744.15,0.5,2093,
245,1,4,22,81,delivery_exception,P2,2026-03-28T12:12:00+05:30,2026-03-28T14:12:00+05:30,2026-03-28T14:28:00+05:30,resolved,481.43,0.5,19760,
246,1,5,29,102,delivery_exception,P2,2026-03-28T12:06:00+05:30,2026-03-28T14:06:00+05:30,2026-03-28T17:33:00+05:30,resolved,300.84,0.5,21728,
247,1,1,5,30,delivery_exception,P2,2026-03-27T12:37:00+05:30,2026-03-27T14:37:00+05:30,,open,449.87,0.5,2101,
248,1,1,1,5,customer_escalation,P1,2026-03-27T12:26:00+05:30,2026-03-27T13:26:00+05:30,2026-03-27T16:56:00+05:30,resolved,162.24,0.5,519,
249,1,4,21,11,customer_escalation,P1,2026-03-28T12:21:00+05:30,2026-03-28T13:21:00+05:30,2026-03-28T14:28:00+05:30,resolved,403.28,0.5,19343,
250,1,4,23,84,delivery_exception,P2,2026-03-28T12:36:00+05:30,2026-03-28T14:36:00+05:30,2026-03-28T17:04:00+05:30,resolved,723.49,0.5,19966,
251,1,5,29,102,delivery_exception,P2,2026-03-28T12:32:00+05:30,2026-03-28T14:32:00+05:30,,open,476.14,0.5,21505,
252,1,4,22,81,delivery_exception,P2,2026-03-28T12:00:00+05:30,2026-03-28T14:00:00+05:30,2026-03-28T16:20:00+05:30,resolved,1469.7,0.5,19634,
253,1,1,5,30,delivery_exception,P2,2026-03-27T12:05:00+05:30,2026-03-27T14:05:00+05:30,2026-03-27T14:55:00+05:30,resolved,983.09,0.5,1913,
254,1,1,5,30,delivery_exception,P2,2026-03-27T12:42:00+05:30,2026-03-27T14:42:00+05:30,2026-03-27T17:07:00+05:30,resolved,313.87,0.5,1912,
255,1,1,1,5,customer_escalation,P1,2026-03-27T12:42:00+05:30,2026-03-27T13:42:00+05:30,,open,283.89,0.5,28,
256,1,4,22,81,delivery_exception,P2,2026-03-28T12:13:00+05:30,2026-03-28T14:13:00+05:30,,open,143.82,0.5,19615,
257,1,4,22,81,delivery_exception,P2,2026-03-28T12:15:00+05:30,2026-03-28T14:15:00+05:30,,open,460.3,0.5,19471,
258,1,5,29,102,delivery_exception,P2,2026-03-28T12:18:00+05:30,2026-03-28T14:18:00+05:30,2026-03-28T17:41:00+05:30,resolved,574.65,0.5,21453,
259,1,5,27,96,delivery_exception,P2,2026-03-28T12:23:00+05:30,2026-03-28T14:23:00+05:30,2026-03-28T16:46:00+05:30,resolved,254.27,0.5,21205,
260,1,4,23,84,delivery_exception,P2,2026-03-28T12:44:00+05:30,2026-03-28T14:44:00+05:30,2026-03-28T15:33:00+05:30,resolved,240.82,0.5,19830,
261,1,5,29,102,delivery_exception,P2,2026-03-28T12:08:00+05:30,2026-03-28T14:08:00+05:30,2026-03-28T14:48:00+05:30,resolved,1852.5,0.5,21733,
262,1,5,29,102,delivery_exception,P2,2026-03-28T12:23:00+05:30,2026-03-28T14:23:00+05:30,2026-03-28T17:42:00+05:30,resolved,372.77,0.5,21533,
263,1,5,27,96,delivery_exception,P2,2026-03-28T12:31:00+05:30,2026-03-28T14:31:00+05:30,2026-03-28T17:37:00+05:30,resolved,354.9,0.5,21052,
264,1,5,29,102,delivery_exception,P2,2026-03-28T12:14:00+05:30,2026-03-28T14:14:00+05:30,,open,162.58,0.5,21687,
265,1,3,20,75,delivery_exception,P2,2026-03-27T12:15:00+05:30,2026-03-27T14:15:00+05:30,,open,287.39,0.5,7379,
266,1,3,20,75,delivery_exception,P2,2026-03-27T12:31:00+05:30,2026-03-27T14:31:00+05:30,,open,459.02,0.5,7389,
267,1,4,22,81,delivery_exception,P2,2026-03-28T12:38:00+05:30,2026-03-28T14:38:00+05:30,,open,457.43,0.5,19717,
268,1,4,22,81,delivery_exception,P2,2026-03-28T12:27:00+05:30,2026-03-28T14:27:00+05:30,,open,675.45,0.5,19606,
269,1,4,22,81,delivery_exception,P2,2026-03-28T12:39:00+05:30,2026-03-28T14:39:00+05:30,2026-03-28T16:04:00+05:30,resolved,282.36,0.5,19505,
270,1,5,29,102,delivery_exception,P2,2026-03-28T12:43:00+05:30,2026-03-28T14:43:00+05:30,2026-03-28T16:37:00+05:30,resolved,803.48,0.5,21711,
271,1,3,20,75,delivery_exception,P2,2026-03-27T12:14:00+05:30,2026-03-27T14:14:00+05:30,2026-03-27T17:04:00+05:30,resolved,428.34,0.5,7396,
272,1,4,22,81,delivery_exception,P2,2026-03-28T12:15:00+05:30,2026-03-28T14:15:00+05:30,2026-03-28T15:07:00+05:30,resolved,853.44,0.5,19753,
273,1,5,27,96,delivery_exception,P2,2026-03-28T12:14:00+05:30,2026-03-28T14:14:00+05:30,2026-03-28T16:45:00+05:30,resolved,346.74,0.5,20961,
274,1,5,29,102,delivery_exception,P2,2026-03-28T12:08:00+05:30,2026-03-28T14:08:00+05:30,,open,468.08,0.5,21693,
275,1,6,31,15,customer_escalation,P1,2026-03-28T12:21:00+05:30,2026-03-28T13:21:00+05:30,2026-03-28T13:37:00+05:30,resolved,546.33,0.5,22072,
276,1,1,5,30,delivery_exception,P2,2026-03-27T12:44:00+05:30,2026-03-27T14:44:00+05:30,2026-03-27T15:21:00+05:30,resolved,301.99,0.5,2124,
277,1,4,23,84,delivery_exception,P2,2026-03-28T12:41:00+05:30,2026-03-28T14:41:00+05:30,2026-03-28T15:01:00+05:30,resolved,232.78,0.5,19803,
278,1,4,22,81,delivery_exception,P2,2026-03-28T12:39:00+05:30,2026-03-28T14:39:00+05:30,,open,108.14,0.5,19732,
279,1,4,23,84,delivery_exception,P2,2026-03-28T12:09:00+05:30,2026-03-28T14:09:00+05:30,,open,1417.91,0.5,19983,
280,1,5,27,96,delivery_exception,P2,2026-03-28T12:03:00+05:30,2026-03-28T14:03:00+05:30,2026-03-28T15:51:00+05:30,resolved,483.55,0.5,21083,
281,1,1,5,30,delivery_exception,P2,2026-03-27T12:24:00+05:30,2026-03-27T14:24:00+05:30,2026-03-27T15:06:00+05:30,resolved,150.89,0.5,2158,
282,1,3,20,75,delivery_exception,P2,2026-03-27T12:04:00+05:30,2026-03-27T14:04:00+05:30,2026-03-27T17:20:00+05:30,resolved,599.91,0.5,7365,
283,1,1,5,30,delivery_exception,P2,2026-03-27T12:28:00+05:30,2026-03-27T14:28:00+05:30,,open,1104.3,0.5,1942,
284,1,3,20,75,delivery_exception,P2,2026-03-27T12:36:00+05:30,2026-03-27T14:36:00+05:30,,open,1414.9,0.5,7367,
285,1,3,20,75,delivery_exception,P2,2026-03-27T12:39:00+05:30,2026-03-27T14:39:00+05:30,2026-03-27T16:53:00+05:30,resolved,413.19,0.5,7436,
286,1,4,22,11,customer_escalation,P1,2026-03-28T12:43:00+05:30,2026-03-28T13:43:00+05:30,,open,1497.21,0.5,19478,
287,1,4,22,81,delivery_exception,P2,2026-03-28T12:17:00+05:30,2026-03-28T14:17:00+05:30,,open,259.04,0.5,19721,
288,1,5,29,102,delivery_exception,P2,2026-03-28T12:11:00+05:30,2026-03-28T14:11:00+05:30,,open,856.27,0.5,21707,
289,1,5,29,102,delivery_exception,P2,2026-03-28T12:28:00+05:30,2026-03-28T14:28:00+05:30,2026-03-28T15:02:00+05:30,resolved,324.36,0.5,21717,
290,1,1,5,30,delivery_exception,P2,2026-03-27T12:40:00+05:30,2026-03-27T14:40:00+05:30,2026-03-27T14:56:00+05:30,resolved,596.85,0.5,2089,
291,1,5,27,96,delivery_exception,P2,2026-03-28T12:26:00+05:30,2026-03-28T14:26:00+05:30,2026-03-28T16:50:00+05:30,resolved,353.88,0.5,20920,
292,1,5,29,102,delivery_exception,P2,2026-03-28T12:32:00+05:30,2026-03-28T14:32:00+05:30,2026-03-28T17:39:00+05:30,resolved,1079.61,0.5,21604,
293,1,3,20,75,delivery_exception,P2,2026-03-27T12:14:00+05:30,2026-03-27T14:14:00+05:30,2026-03-27T17:38:00+05:30,resolved,175.77,0.5,7473,
294,1,6,31,15,customer_escalation,P1,2026-03-28T12:12:00+05:30,2026-03-28T13:12:00+05:30,2026-03-28T15:36:00+05:30,resolved,489.08,0.5,21991,
295,1,5,29,102,delivery_exception,P2,2026-03-28T12:35:00+05:30,2026-03-28T14:35:00+05:30,2026-03-28T17:24:00+05:30,resolved,416.86,0.5,21680,
296,1,5,29,102,delivery_exception,P2,2026-03-28T12:31:00+05:30,2026-03-28T14:31:00+05:30,2026-03-28T15:11:00+05:30,resolved,317.71,0.5,21517,
297,1,4,23,84,delivery_exception,P2,2026-03-28T12:25:00+05:30,2026-03-28T14:25:00+05:30,2026-03-28T15:14:00+05:30,resolved,163.61,0.5,19823,
298,1,4,22,81,delivery_exception,P2,2026-03-28T12:02:00+05:30,2026-03-28T14:02:00+05:30,2026-03-28T15:55:00+05:30,resolved,673.92,0.5,19529,
299,1,4,22,81,delivery_exception,P2,2026-03-28T12:11:00+05:30,2026-03-28T14:11:00+05:30,,open,1220.29,0.5,19676,
300,1,4,22,81,delivery_exception,P2,2026-03-28T12:37:00+05:30,2026-03-28T14:37:00+05:30,,open,1003.35,0.5,19605,
301,1,4,22,81,delivery_exception,P2,2026-03-28T12:00:00+05:30,2026-03-28T14:00:00+05:30,2026-03-28T14:43:00+05:30,resolved,698.24,0.5,19716,
302,1,5,29,102,delivery_exception,P2,2026-03-28T12:00:00+05:30,2026-03-28T14:00:00+05:30,2026-03-28T16:41:00+05:30,resolved,380.61,0.5,21528,
303,1,1,2,5,customer_escalation,P1,2026-03-27T12:07:00+05:30,2026-03-27T13:07:00+05:30,,open,204.86,0.5,717,
304,1,4,22,81,delivery_exception,P2,2026-03-28T12:14:00+05:30,2026-03-28T14:14:00+05:30,2026-03-28T15:30:00+05:30,resolved,247.66,0.5,19473,
305,1,5,27,96,delivery_exception,P2,2026-03-28T12:32:00+05:30,2026-03-28T14:32:00+05:30,2026-03-28T18:02:00+05:30,resolved,674.33,0.5,21027,
306,1,4,22,81,delivery_exception,P2,2026-03-28T12:13:00+05:30,2026-03-28T14:13:00+05:30,2026-03-28T17:36:00+05:30,resolved,857.38,0.5,19552,
307,1,4,22,81,delivery_exception,P2,2026-03-28T12:37:00+05:30,2026-03-28T14:37:00+05:30,2026-03-28T17:14:00+05:30,resolved,270.36,0.5,19622,
308,1,4,23,84,delivery_exception,P2,2026-03-28T12:06:00+05:30,2026-03-28T14:06:00+05:30,2026-03-28T17:20:00+05:30,resolved,606.83,0.5,19824,
309,1,4,22,81,delivery_exception,P2,2026-03-28T12:38:00+05:30,2026-03-28T14:38:00+05:30,2026-03-28T15:54:00+05:30,resolved,518.57,0.5,19747,
310,1,1,5,30,delivery_exception,P2,2026-03-27T12:33:00+05:30,2026-03-27T14:33:00+05:30,2026-03-27T16:42:00+05:30,resolved,573.87,0.5,2040,
311,1,5,29,102,delivery_exception,P2,2026-03-28T12:24:00+05:30,2026-03-28T14:24:00+05:30,2026-03-28T17:14:00+05:30,resolved,227.27,0.5,21524,
312,1,4,22,81,delivery_exception,P2,2026-03-28T12:32:00+05:30,2026-03-28T14:32:00+05:30,2026-03-28T16:26:00+05:30,resolved,557.31,0.5,19619,
313,1,1,5,30,delivery_exception,P2,2026-03-27T12:05:00+05:30,2026-03-27T14:05:00+05:30,,open,216.62,0.5,2039,
314,1,5,29,102,delivery_exception,P2,2026-03-28T12:12:00+05:30,2026-03-28T14:12:00+05:30,2026-03-28T15:52:00+05:30,resolved,394.78,0.5,21520,
315,1,1,2,5,customer_escalation,P1,2026-03-28T12:25:00+05:30,2026-03-28T13:25:00+05:30,2026-03-28T14:03:00+05:30,resolved,928.92,0.5,12210,
316,1,5,29,102,delivery_exception,P2,2026-03-28T12:12:00+05:30,2026-03-28T14:12:00+05:30,2026-03-28T14:54:00+05:30,resolved,163.61,0.5,21663,
317,1,2,12,7,customer_escalation,P1,2026-03-27T12:18:00+05:30,2026-03-27T13:18:00+05:30,,open,935.23,0.5,5080,
318,1,5,29,102,delivery_exception,P2,2026-03-28T12:31:00+05:30,2026-03-28T14:31:00+05:30,2026-03-28T17:46:00+05:30,resolved,444.95,0.5,21703,
319,1,5,29,102,delivery_exception,P2,2026-03-28T12:37:00+05:30,2026-03-28T14:37:00+05:30,2026-03-28T15:10:00+05:30,resolved,652.08,0.5,21548,
320,1,5,27,96,delivery_exception,P2,2026-03-28T12:17:00+05:30,2026-03-28T14:17:00+05:30,,open,659.75,0.5,20951,
321,1,5,29,102,delivery_exception,P2,2026-03-28T12:42:00+05:30,2026-03-28T14:42:00+05:30,,open,275.81,0.5,21541,
322,1,4,22,81,delivery_exception,P2,2026-03-28T12:05:00+05:30,2026-03-28T14:05:00+05:30,,open,837.54,0.5,19673,
323,1,5,29,102,delivery_exception,P2,2026-03-28T12:43:00+05:30,2026-03-28T14:43:00+05:30,,open,237.23,0.5,21655,
324,1,5,29,102,delivery_exception,P2,2026-03-28T12:34:00+05:30,2026-03-28T14:34:00+05:30,,open,795.56,0.5,21464,
325,1,4,23,84,delivery_exception,P2,2026-03-28T12:14:00+05:30,2026-03-28T14:14:00+05:30,2026-03-28T15:30:00+05:30,resolved,874.83,0.5,19972,
326,1,4,22,81,delivery_exception,P2,2026-03-28T12:25:00+05:30,2026-03-28T14:25:00+05:30,2026-03-28T15:30:00+05:30,resolved,107.69,0.5,19562,
327,1,2,12,7,customer_escalation,P1,2026-03-27T12:19:00+05:30,2026-03-27T13:19:00+05:30,,open,777.26,0.5,4636,
328,1,5,27,96,delivery_exception,P2,2026-03-28T12:21:00+05:30,2026-03-28T14:21:00+05:30,2026-03-28T16:28:00+05:30,resolved,285.42,0.5,21075,
329,1,1,5,30,delivery_exception,P2,2026-03-27T12:25:00+05:30,2026-03-27T14:25:00+05:30,,open,413.3,0.5,1965,
330,1,4,24,11,customer_escalation,P1,2026-03-28T12:16:00+05:30,2026-03-28T13:16:00+05:30,2026-03-28T13:48:00+05:30,resolved,593.38,0.5,20238,
331,1,5,29,102,delivery_exception,P2,2026-03-28T12:14:00+05:30,2026-03-28T14:14:00+05:30,2026-03-28T17:08:00+05:30,resolved,154.01,0.5,21652,
332,1,4,23,84,delivery_exception,P2,2026-03-28T12:01:00+05:30,2026-03-28T14:01:00+05:30,2026-03-28T16:59:00+05:30,resolved,456.09,0.5,19968,
333,1,3,20,75,delivery_exception,P2,2026-03-27T12:13:00+05:30,2026-03-27T14:13:00+05:30,,open,573.87,0.5,7397,
334,1,4,22,81,delivery_exception,P2,2026-03-28T12:35:00+05:30,2026-03-28T14:35:00+05:30,2026-03-28T14:49:00+05:30,resolved,297.17,0.5,19621,
335,1,1,1,5,customer_escalation,P1,2026-03-27T12:25:00+05:30,2026-03-27T13:25:00+05:30,2026-03-27T13:39:00+05:30,resolved,919.98,0.5,277,
336,1,5,27,96,delivery_exception,P2,2026-03-28T12:32:00+05:30,2026-03-28T14:32:00+05:30,,open,556.18,0.5,20919,
337,1,1,5,30,delivery_exception,P2,2026-03-27T12:28:00+05:30,2026-03-27T14:28:00+05:30,,open,974.27,0.5,2038,
338,1,5,29,102,delivery_exception,P2,2026-03-28T12:00:00+05:30,2026-03-28T14:00:00+05:30,,open,575.87,0.5,21579,
339,1,4,22,81,delivery_exception,P2,2026-03-28T12:37:00+05:30,2026-03-28T14:37:00+05:30,2026-03-28T17:18:00+05:30,resolved,484.57,0.5,19660,
340,1,3,20,75,delivery_exception,P2,2026-03-27T12:43:00+05:30,2026-03-27T14:43:00+05:30,2026-03-27T15:25:00+05:30,resolved,159.68,0.5,7402,
341,1,4,23,84,delivery_exception,P2,2026-03-28T12:02:00+05:30,2026-03-28T14:02:00+05:30,2026-03-28T17:15:00+05:30,resolved,359.02,0.5,19894,
342,1,5,29,102,delivery_exception,P2,2026-03-28T12:10:00+05:30,2026-03-28T14:10:00+05:30,,open,1169.4,0.5,21640,
343,1,4,25,11,customer_escalation,P1,2026-03-27T12:45:00+05:30,2026-03-27T13:45:00+05:30,,open,213.48,0.5,9112,
344,1,4,22,81,delivery_exception,P2,2026-03-28T12:41:00+05:30,2026-03-28T14:41:00+05:30,2026-03-28T16:59:00+05:30,resolved,499.69,0.5,19642,
345,1,1,5,30,delivery_exception,P2,2026-03-27T12:08:00+05:30,2026-03-27T14:08:00+05:30,,open,890.46,0.5,1917,
346,1,5,29,102,delivery_exception,P2,2026-03-28T12:28:00+05:30,2026-03-28T14:28:00+05:30,,open,546.58,0.5,21601,
347,1,4,22,81,delivery_exception,P2,2026-03-28T12:32:00+05:30,2026-03-28T14:32:00+05:30,2026-03-28T16:50:00+05:30,resolved,254.55,0.5,19709,
348,1,4,22,81,delivery_exception,P2,2026-03-28T12:09:00+05:30,2026-03-28T14:09:00+05:30,2026-03-28T15:49:00+05:30,resolved,542.57,0.5,19593,
